,Host,Isolate Name,Isolation Date,State,Subtype
1348,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM8474R0/2009,2009-08-10 00:00:00,Interior Alaska,H3N1
1349,IRD:Avian,A/northern pintail/New Brunswick/03547/2009,2009-09-11 00:00:00,New Brunswick,H3N8
1350,IRD:Blue-Winged Teal/Avian,A/blue-winged Teal/North Dakota/AI09-3760/2009,2009-09-04 00:00:00,North Dakota,H7N3
1351,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/545/2009,2009-05-21 00:00:00,Delaware,H10N7
1352,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1071/2009,2009-05-30 00:00:00,New Jersey,(N1)
1353,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-0505/2008,2008-05-18 00:00:00,New Jersey,H12N5
1354,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-937/2009,2009-05-26 00:00:00,New Jersey,H6N1
1355,IRD:Avian,A/northern pintail/Interior Alaska/9BM4583R0/2009,2009-07-29 00:00:00,Interior Alaska,H4N6
1356,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1799/2009,2009-07-01 00:00:00,Interior Alaska,H12N5
1357,IRD:Mallard/Avian,A/mallard/California/2594V/2011,2011-08-12 00:00:00,California,H4N6
1358,IRD:Avian,A/American wigeon/Missouri/10MO0530/2010,2010-12-29 00:00:00,Missouri,(H7)
1359,IRD:Mallard/Avian,A/mallard/Alberta/551/2009,2009-08-23 00:00:00,Alberta,H3N8
1360,IRD:Avian,A/northern pintail/Interior Alaska/9BM4646R0/2009,2009-07-29 00:00:00,Interior Alaska,H10N7
1361,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM11416R0/2010,2010-08-12 00:00:00,Interior Alaska,H3N8
1362,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00489/2008,2008-05-18 00:00:00,New Jersey,H4N6
1363,IRD:Avian,A/blue-winged teal/New Brunswick/00765/2010,2010-08-25 00:00:00,New Brunswick,H3N8
1364,IRD:Avian,A/mallard/Interior Alaska/9BM9755R0/2009,2009-08-14 00:00:00,Interior Alaska,H3N1
1365,IRD:Mallard/Avian,A/mallard/Ohio/11OS2232/2011,2011-08-19 00:00:00,Ohio,H1N1
1366,IRD:Avian,A/mallard/California/8429/2008,2008-10-22 00:00:00,California,H6N1
1367,IRD:Grebe/Avian,A/red-necked grebe/Minnesota/AI10-2528/2010,2010-08-07 00:00:00,Minnesota,H4N8
1368,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM10809R0/2010,2010-08-10 00:00:00,Interior Alaska,H7N3
1369,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM9663R0/2009,2009-08-14 00:00:00,Interior Alaska,H4N6
1370,IRD:Mallard/Avian,A/mallard/California/2563P/2011,2011-08-12 00:00:00,California,H4N6
1371,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1864/2009,2009-07-01 00:00:00,Interior Alaska,H4N6
1372,IRD:Avian,A/American wigeon/California/2997/2010,2010-11-17 00:00:00,California,H6N1
1373,IRD:Avian,A/blue-winged teal/New Brunswick/00768/2010,2010-08-25 00:00:00,New Brunswick,H3N8
1374,IRD:Mallard/Avian,A/mallard/New Jersey/Sg-00888/2008,2008-09-23 00:00:00,New Jersey,H3N2
1375,IRD:Avian,A/mallard/New Jersey/AI09-5121/2009,2009-09-29 00:00:00,New Jersey,H3N8
1376,IRD:Laughing Gull/Avian,A/laughing gull/New Jersey/Sg-00485/2008,2008-05-15 00:00:00,New Jersey,H13N9
1377,IRD:Avian,A/American black duck/New Brunswick/00485/2010,2010-08-12 00:00:00,New Brunswick,H3N8
1378,IRD:Mallard/Avian,A/mallard/Interior Alaska/10CH00021R0/2010,2010-09-04 00:00:00,Interior Alaska,H4N6
1379,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00556/2008,2008-06-04 00:00:00,New Jersey,H4N6
1380,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM12285R0/2009,2009-09-01 00:00:00,Interior Alaska,H3N8
1381,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1972/2009,2009-07-06 00:00:00,Interior Alaska,H4N6
1382,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM08514R0/2010,2010-08-04 00:00:00,Interior Alaska,H4N6
1383,IRD:Avian,A/mallard/California/8432/2008,2008-10-22 00:00:00,California,H6N1
1384,IRD:American Wigeon/Avian,A/American wigeon/California/8547/2008,2008-10-25 00:00:00,California,H6N1
1385,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/Delaware/AI09-879/2009,2009-05-28 00:00:00,Delaware,H10N7
1386,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM11325R0/2009,2009-08-18 00:00:00,Interior Alaska,H3N1
1387,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Wisconsin/11OS3499/2011,2011-10-29 00:00:00,Wisconsin,H10N7
1388,IRD:Northern Pintail/Avian,A/northern pintail/California/6791/2008,2008-11-16 00:00:00,California,H11N2
1389,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM10819R0/2009,2009-08-17 00:00:00,Interior Alaska,H3N8
1390,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM07085R0/2010,2010-08-01 00:00:00,Interior Alaska,H7N3
1391,IRD:Avian,A/blue-winged teal/Illinois/10OS1563/2010,2010-09-04 00:00:00,Illinois,H4N6
1392,IRD:Avian,A/mallard/Ohio/11OS2095/2011,2011-08-19 00:00:00,Ohio,H4N1
1393,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM7216R0/2009,2009-08-06 00:00:00,Interior Alaska,H8N4
1394,IRD:Mallard/Avian,A/mallard/California/2521V/2011,2011-08-12 00:00:00,California,H3N8
1395,IRD:Avian,A/mallard/Iowa/10OS2420/2010,2010-09-18 00:00:00,Iowa,H4N6
1396,IRD:Avian,A/mallard/Minnesota/Sg-00605/2008,2008-07-31 00:00:00,Minnesota,H3N8
1397,IRD:Avian,A/American black duck/Prince Edward Island/00788/2010,2010-08-25 00:00:00,Prince Edward Island,H3N8
1398,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/318/2009,2009-05-20 00:00:00,Delaware,(N1)
1399,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3481/2011,2011-10-23 00:00:00,Wisconsin,H4N6
1400,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1869/2009,2009-07-01 00:00:00,Interior Alaska,H4N6
1401,IRD:Mallard/Avian,A/mallard/Arkansas/AI09-6032/2009,2009-12-11 00:00:00,Arkansas,H10N9
1402,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM10238R0/2009,2009-08-16 00:00:00,Interior Alaska,H10N7
1403,IRD:Avian,A/mallard/Minnesota/AI10-2762/2010,2010-09-01 00:00:00,Minnesota,H11N9
1404,IRD:Avian,A/blue-winged teal/Louisiana/AI09-5291/2009,2009-11-15 00:00:00,Louisiana,H4N6
1405,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM11917R0/2009,2009-08-19 00:00:00,Interior Alaska,H8N4
1406,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1033/2009,2009-05-30 00:00:00,New Jersey,H10N7
1407,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/2509/2009,2009-10-03 00:00:00,Wisconsin,H1N2
1408,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM05797R0/2010,2010-07-26 00:00:00,Interior Alaska,H3N8
1409,IRD:Mallard/Avian,A/mallard/California/8118/2008,2008-10-19 00:00:00,California,H11N9
1410,IRD:Avian,A/American black duck/New Brunswick/00322/2010,2010-08-08 00:00:00,New Brunswick,H3N8
1411,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM8387R0/2009,2009-08-14 00:00:00,Interior Alaska,H3N8
1412,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Wisconsin/08OS2270/2008,2008-10-19 00:00:00,Wisconsin,H3N8
1413,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7069R0/2009,2009-08-06 00:00:00,Interior Alaska,H3N8
1414,IRD:Avian,A/blue-winged teal/Nova Scotia/00077/2010,2010-09-07 00:00:00,Nova Scotia,H3N8
1415,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM3357R0/2009,2009-07-21 00:00:00,Interior Alaska,H10N7
1416,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/312/2008,2008-05-16 00:00:00,Delaware,H4N6
1417,IRD:Avian,A/American black duck/New Brunswick/00468/2010,2010-08-12 00:00:00,New Brunswick,H4N6
1418,IRD:Mallard/Avian,A/mallard/California/10126/2008,2008-12-13 00:00:00,California,H10N7
1419,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Missouri/11OS2563/2011,2011-09-10 00:00:00,Missouri,H12N4
1420,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM3736/2008,2008-09-27 00:00:00,Interior Alaska,H12N5
1421,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Wisconsin/08OS2291/2008,2008-10-20 00:00:00,Wisconsin,H3N2
1422,IRD:Northern Pintail/Avian,A/northern pintail/Illinois/11OS4796/2011,2011-10-22 00:00:00,Illinois,H5N3
1423,IRD:Mallard/Avian,A/mallard/Wisconsin/4218/2009,2009-12-05 00:00:00,Wisconsin,H12N5
1424,IRD:Avian,A/mallard/New Brunswick/00494/2010,2010-08-12 00:00:00,New Brunswick,(N6)
1425,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM8471R0/2009,2009-08-10 00:00:00,Interior Alaska,H4N6
1426,IRD:Avian,A/northern shoveler/Interior Alaska/10BM02892R0/2010,2010-06-30 00:00:00,Interior Alaska,H4N6
1427,IRD:Avian,A/northern pintail/Illinois/10OS3959/2010,2010-11-21 00:00:00,Illinois,H7N3
1428,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS4383/2011,2011-11-05 00:00:00,Wisconsin,H3N8
1429,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/340/2008,2008-05-17 00:00:00,Delaware,H6N8
1430,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/340/2009,2009-05-20 00:00:00,Delaware,H10N1
1431,IRD:Avian,A/mallard/Nova Scotia/00085/2010,2010-09-10 00:00:00,Nova Scotia,H1N1
1432,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/329/2008,2008-05-17 00:00:00,Delaware,H4N6
1433,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1381/2009,2009-05-30 00:00:00,New Jersey,H1N9
1434,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM2057/2009,2009-07-08 00:00:00,Interior Alaska,H4N6
1435,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM09104R0/2010,2010-08-05 00:00:00,Interior Alaska,H3N8
1436,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM6960R0/2009,2009-08-05 00:00:00,Interior Alaska,H3N8
1437,IRD:Laughing Gull/Avian,A/laughing gull/New Jersey/Sg-00568/2008,2008-05-28 00:00:00,New Jersey,H13N9
1438,IRD:American Black Duck/Avian,A/American black duck/New Brunswick/03552/2009,2009-09-11 00:00:00,New Brunswick,H4N6
1439,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM08505R0/2010,2010-08-04 00:00:00,Interior Alaska,H3N8
1440,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM10859R0/2010,2010-08-10 00:00:00,Interior Alaska,H7N3
1441,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/2649/2009,2009-10-17 00:00:00,Wisconsin,H6N1
1442,IRD:Avian,A/American green-winged teal/Interior Alaska/10BM08226R0/2010,2010-08-04 00:00:00,Interior Alaska,H4N6
1443,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1292/2009,2009-06-03 00:00:00,New Jersey,H1N1
1444,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM09570R0/2010,2010-08-07 00:00:00,Interior Alaska,H4N6
1445,IRD:Avian,A/northern pintail/Interior Alaska/10BM08612R0/2010,2010-08-04 00:00:00,Interior Alaska,H4N6
1446,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Prince Edward Island/03922/2009,2009-08-19 00:00:00,Prince Edward Island,(N8)
1447,IRD:Mallard/Avian,A/mallard/Wisconsin/2653/2009,2009-10-17 00:00:00,Wisconsin,H4N6
1448,IRD:Avian,A/mallard/Ohio/11OS2091/2011,2011-08-19 00:00:00,Ohio,H4N8
1449,IRD:Avian,A/mallard/California/5222/2009,2009-07-27 00:00:00,California,H5N2
1450,IRD:Mallard/Avian,A/mallard/California/8843/2008,2008-11-05 00:00:00,California,H1N1
1451,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM09181R0/2010,2010-08-06 00:00:00,Interior Alaska,H7N3
1452,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM11382R0/2009,2009-08-18 00:00:00,Interior Alaska,H3N8
1453,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM12178R0/2010,2010-08-13 00:00:00,Interior Alaska,H3N8
1454,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM3016R0/2009,2009-07-17 00:00:00,Interior Alaska,H10N7
1455,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/2720/2009,2009-10-17 00:00:00,Wisconsin,H3N2
1456,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1807/2009,2009-07-02 00:00:00,Interior Alaska,H4N6
1457,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS4238/2011,2011-10-23 00:00:00,Wisconsin,H3N2
1458,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM8389R0/2009,2009-08-14 00:00:00,Interior Alaska,H8N4
1459,IRD:Avian,A/northern pintail/Interior Alaska/9BM12066R1/2009,2009-08-20 00:00:00,Interior Alaska,H3N8
1460,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM6886R0/2009,2009-08-10 00:00:00,Interior Alaska,H4N6
1461,IRD:Mallard/Avian,A/mallard/California/2556P/2011,2011-08-12 00:00:00,California,H3N8
1462,IRD:Avian,A/mallard/Minnesota/SG-00684/2008,2008-08-03 00:00:00,Minnesota,H8N4
1463,IRD:Northern Shoveler/Avian,A/northern shoveler/California/9017/2008,2008-11-12 00:00:00,California,H11N2
1464,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM3582/2008,2008-09-14 00:00:00,Interior Alaska,H3N8
1465,IRD:Avian,A/mallard/Nova Scotia/00346/2010,2010-08-08 00:00:00,Nova Scotia,H1N1
1466,IRD:Avian,A/blue-winged teal/Missouri/10MO013/2010,2010-09-15 00:00:00,Missouri,H3N1
1467,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-151/2009,2009-05-11 00:00:00,New Jersey,H11N1
1468,IRD:Avian,A/mallard/Interior Alaska/10BM02980R0/2010,2010-07-02 00:00:00,Interior Alaska,H9N2
1469,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/321/2009,2009-05-20 00:00:00,Delaware,(N1)
1470,IRD:Avian,A/blue-winged teal/Minnesota/Sg-01026/2008,2008-09-11 00:00:00,Minnesota,H4N6
1471,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM11053R0/2009,2009-08-18 00:00:00,Interior Alaska,H8N4
1472,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00552/2008,2008-06-04 00:00:00,New Jersey,H4N6
1473,IRD:Murre/Avian,A/thick-billed murre/Canada/1871/2011,2011-07-18 00:00:00,Canada,H1N1
1474,IRD:Northern Shoveler/Avian,A/northern shoveler/California/8675/2008,2008-10-29 00:00:00,California,H11N9
1475,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7252R0/2009,2009-08-06 00:00:00,Interior Alaska,H3N8
1476,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Minnesota/Sg-00899/2008,2008-09-04 00:00:00,Minnesota,H10N6
1477,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM09348R0/2010,2010-08-06 00:00:00,Interior Alaska,H7N3
1478,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM2621R1/2008,2008-08-14 00:00:00,Interior Alaska,H8N4
1479,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM07971R0/2010,2010-08-03 00:00:00,Interior Alaska,H4N6
1480,IRD:Gadwall/Avian,A/gadwall/California/8708/2008,2008-11-01 00:00:00,California,H6N1
1481,IRD:Mallard/Avian,A/mallard/California/2584V/2011,2011-08-12 00:00:00,California,H4N9
1482,IRD:Avian,A/mallard/Interior Alaska/10BM06456R0/2010,2010-07-30 00:00:00,Interior Alaska,H4N6
1483,IRD:Avian,A/American black duck/Nova Scotia/00089/2010,2010-09-10 00:00:00,Nova Scotia,H1N1
1484,IRD:Sanderling/Avian,A/sanderling/New Jersey/Sg-00486/2008,2008-05-18 00:00:00,New Jersey,H10N7
1485,IRD:Avian,A/blue-winged teal/Guatemala/CIP049-05/2010,2010-01-31 00:00:00,Guatemala,H3N8
1486,IRD:Avian,A/northern pintail/Interior Alaska/9BM12464R0/2009,2009-09-02 00:00:00,Interior Alaska,H3N8
1487,IRD:Mallard/Avian,A/mallard/California/2532V/2011,2011-08-12 00:00:00,California,H4N6
1488,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-294/2009,2009-05-11 00:00:00,New Jersey,H13N6
1489,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM11418R0/2010,2010-08-12 00:00:00,Interior Alaska,H3N8
1490,IRD:Avian,A/American green-winged teal/Interior Alaska/10BM07573R0/2010,2010-08-02 00:00:00,Interior Alaska,H3N8
1491,IRD:Avian,A/blue-winged teal/Louisiana/AI09-4180/2009,2009-09-05 00:00:00,Louisiana,H4N6
1492,IRD:Avian,A/American green-winged teal/Minnesota/AI09-3589/2009,2009-09-12 00:00:00,Minnesota,H6N1
1493,IRD:American Black Duck/Avian,A/American black duck/New Brunswick/00525/2010,2010-08-13 00:00:00,New Brunswick,H3N8
1494,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM10055R0/2009,2009-08-15 00:00:00,Interior Alaska,H3N8
1495,IRD:Avian,A/blue-winged teal/New Brunswick/00597/2010,2010-08-15 00:00:00,New Brunswick,H3N7
1496,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM09563R0/2010,2010-08-07 00:00:00,Interior Alaska,H7N3
1497,IRD:Avian,A/northern pintail/Interior Alaska/9BM12700R0/2009,2009-09-06 00:00:00,Interior Alaska,H3N8
1498,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM2243/2009,2009-07-11 00:00:00,Interior Alaska,H4N6
1499,IRD:Mallard/Avian,A/mallard/Ohio/11OS2047/2011,2011-08-17 00:00:00,Ohio,H4N8
1500,IRD:Avian,A/blue-winged teal/New Brunswick/00771/2010,2010-08-25 00:00:00,New Brunswick,H3N8
1501,IRD:Shorebird/Avian,A/shorebird/Delaware/274/2009,2009-05-20 00:00:00,Delaware,H1N1
1502,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM9153R0/2009,2009-08-12 00:00:00,Interior Alaska,H3N8
1503,IRD:Avian,A/blue-winged teal/Nova Scotia/01003/2010,2010-09-20 00:00:00,Nova Scotia,H6N1
1504,IRD:Mallard/Avian,A/mallard/California/6420/2008,2008-11-01 00:00:00,California,H6N2
1505,IRD:Avian,A/mallard/Minnesota/Sg-00674/2008,2008-08-03 00:00:00,Minnesota,H3N8
1506,IRD:Northern Shoveler/Avian,A/northern shoveler/California/10024/2008,2008-12-21 00:00:00,California,H4N4
1507,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM09105R0/2010,2010-08-05 00:00:00,Interior Alaska,H3N8
1508,IRD:Avian,A/blue-winged teal/New Brunswick/00595/2010,2010-08-15 00:00:00,New Brunswick,H3N7
1509,IRD:Avian,A/northern pintail/Interior Alaska/9BM11915R0/2009,2009-08-19 00:00:00,Interior Alaska,H4N6
1510,IRD:Avian,A/blue-winged teal/Nova Scotia/00074/2010,2010-09-07 00:00:00,Nova Scotia,H3N8
1511,IRD:Avian,A/American black duck/Prince Edward Island/00673/2010,2010-08-04 00:00:00,Prince Edward Island,H3N8
1512,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00509/2008,2008-05-22 00:00:00,New Jersey,H12N5
1513,IRD:Mallard/Avian,A/mallard/Michigan/10OS1491/2010,2010-08-20 00:00:00,Michigan,H4N6
1514,IRD:Shorebird/Avian,A/shorebird/Delaware/324/2009,2009-05-20 00:00:00,Delaware,H1N1
1515,IRD:Avian,A/blue-winged teal/New Brunswick/00289/2010,2010-09-14 00:00:00,New Brunswick,H3N8
1516,IRD:Avian,A/mallard/Interior Alaska/9BM2536R0/2009,2009-07-13 00:00:00,Interior Alaska,H4N6
1517,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-256/2009,2009-05-14 00:00:00,New Jersey,H1N1
1518,IRD:Northern Shoveler/Avian,A/northern shoveler/California/2696/2011,2011-10-29 00:00:00,California,H14N2
1519,IRD:Mallard/Avian,A/mallard/Missouri/11OS4987/2011,2011-11-14 00:00:00,Missouri,H5N2
1520,IRD:Gadwall/Avian,A/gadwall/Wisconsin/11OS3415/2011,2011-10-15 00:00:00,Wisconsin,H4N6
1521,IRD:Avian,A/blue-winged teal/Nova Scotia/00126/2010,2010-09-10 00:00:00,Nova Scotia,H1N1
1522,IRD:Avian,A/American green-winged teal/Wisconsin/10OS2767/2010,2010-09-26 00:00:00,Wisconsin,H6N8
1523,IRD:Northern Pintail/Avian,A/northern pintail/Wisconsin/11OS3416/2011,2011-10-15 00:00:00,Wisconsin,H4N6
1524,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM6494R0/2009,2009-08-03 00:00:00,Interior Alaska,H4N6
1525,IRD:Mallard/Avian,A/mallard/Ohio/11OS2138/2011,2011-08-15 00:00:00,Ohio,(N2)
1526,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1082/2009,2009-05-30 00:00:00,New Jersey,H1N9
1527,IRD:Gull/Avian,A/gull/New Jersey/AI09-964/2009,2009-05-27 00:00:00,New Jersey,H1N8
1528,IRD:Northern Shoveler/Avian,A/northern shoveler/Illinois/3767/2009,2009-11-14 00:00:00,Illinois,(H12)
1529,IRD:Avian,A/American black duck/New Brunswick/00328/2010,2010-08-08 00:00:00,New Brunswick,H1N1
1530,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/255/2009,2009-05-20 00:00:00,Delaware,H10N7
1531,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM10375R0/2009,2009-08-17 00:00:00,Interior Alaska,H4N6
1532,IRD:Avian,A/northern pintail/Interior Alaska/10BM04722R0/2010,2010-07-18 00:00:00,Interior Alaska,H4N6
1533,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM3137/2008,2008-08-18 00:00:00,Interior Alaska,H8N4
1534,IRD:Avian,A/American green-winged teal/Illinois/10OS3589/2010,2010-10-30 00:00:00,Illinois,H6N2
1535,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM12552R0/2010,2010-08-14 00:00:00,Interior Alaska,H3N8
1536,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00555/2008,2008-05-22 00:00:00,New Jersey,H3N2
1537,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7861R0/2009,2009-08-08 00:00:00,Interior Alaska,H10N7
1538,IRD:Avian,A/American green-winged teal/Interior Alaska/10BM08222R0/2010,2010-08-04 00:00:00,Interior Alaska,H3N8
1539,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1149/2009,2009-06-03 00:00:00,New Jersey,H10N7
1540,IRD:Mallard/Avian,A/mallard/Minnesota/AI09-1678/2009,2009-07-27 00:00:00,Minnesota,H1N1
1541,IRD:Avian,A/mallard/Interior Alaska/9BM2351R0/2009,2009-07-12 00:00:00,Interior Alaska,H8N4
1542,IRD:Mallard/Avian,A/mallard/California/5174/2009,2009-07-25 00:00:00,California,H5N2
1543,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7882R0/2009,2009-08-08 00:00:00,Interior Alaska,H8N4
1544,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM14807R2/2010,2010-08-18 00:00:00,Interior Alaska,H9N2
1545,IRD:Avian,A/northern pintail/Interior Alaska/9BM5375R0/2009,2009-07-30 00:00:00,Interior Alaska,H10N7
1546,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Interior Alaska/10BM05440R0/2010,2010-07-26 00:00:00,Interior Alaska,(N7)
1547,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM04564R1/2010,2010-07-18 00:00:00,Interior Alaska,H7N3
1548,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Wisconsin/11OS3592/2011,2011-11-04 00:00:00,Wisconsin,H4N6
1549,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Canada/3231/2011,2011-08-29 00:00:00,Canada,H4N8
1550,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7840R0/2009,2009-08-08 00:00:00,Interior Alaska,H10N7
1551,IRD:Mallard/Avian,A/mallard/Arkansas/AI09-5649/2009,2009-12-11 00:00:00,Arkansas,H9N2
1552,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/589/2008,2008-05-18 00:00:00,Delaware,H4N6
1553,IRD:Avian,A/wood duck/Nova Scotia/00738/2010,2010-08-12 00:00:00,Nova Scotia,H3N8
1554,IRD:Mallard/Avian,A/mallard/California/1297/2010,2010-07-30 00:00:00,California,H4N6
1555,IRD:Gadwall/Avian,A/gadwall/Wisconsin/08OS2296/2008,2008-10-20 00:00:00,Wisconsin,H6N2
1556,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Missouri/11OS2641/2011,2011-09-10 00:00:00,Missouri,H4N8
1557,IRD:Avian,A/American black duck/New Brunswick/00470/2010,2010-08-12 00:00:00,New Brunswick,H4N6
1558,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM9005R0/2009,2009-08-11 00:00:00,Interior Alaska,H10N7
1559,IRD:Northern Shoveler/Avian,A/northern shoveler/Mississippi/11OS202/2011,2011-01-14 00:00:00,Mississippi,H7N7
1560,IRD:American Wigeon/Avian,A/American wigeon/California/8910/2008,2008-11-08 00:00:00,California,H6N1
1561,IRD:Avian,A/gadwall/Nova Scotia/00786/2010,2010-09-07 00:00:00,Nova Scotia,H3N8
1562,IRD:Mallard/Avian,A/mallard/California/2531P/2011,2011-08-12 00:00:00,California,H5N1
1563,IRD:Mallard/Avian,A/mallard/Interior Alaska/8MP0792R1/2008,2008-08-19 00:00:00,Interior Alaska,H12N5
1564,IRD:Avian,A/blue-winged teal/Illinois/10OS1546/2010,2010-09-04 00:00:00,Illinois,H3N6
1565,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM09832R0/2010,2010-08-07 00:00:00,Interior Alaska,H7N3
1566,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM9201R0/2009,2009-08-12 00:00:00,Interior Alaska,H10N7
1567,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Mississippi/300/2010,2010-01-16 00:00:00,Mississippi,H11N9
