,Sink,Source,Time Class,Time Delta,Transmission Type,Weight
1226,A/mallard/Interior Alaska/9BM9201R0/2009,A/American green-winged teal/Interior Alaska/9BM4407R0/2009,Environmental Persistence,16.0,Inter-Species,7.998849000000001
1227,A/mallard/Interior Alaska/9BM8921R0/2009,A/American green-winged teal/Interior Alaska/9BM4407R0/2009,Direct Transmission,15.0,Inter-Species,7.998528
1228,A/northern pintail/Interior Alaska/9BM9065R0/2009,A/American green-winged teal/Interior Alaska/9BM4407R0/2009,Direct Transmission,15.0,Inter-Species,7.996608
1229,A/northern pintail/Interior Alaska/9BM11358R1/2009,A/American green-winged teal/Interior Alaska/9BM4407R0/2009,Environmental Persistence,22.0,Inter-Species,7.997737000000001
1230,A/northern pintail/Interior Alaska/9BM9955R0/2009,A/northern pintail/Interior Alaska/9BM7240R0/2009,Direct Transmission,9.0,Intra-Species,7.990904
1231,A/mallard/Interior Alaska/9BM11053R0/2009,A/northern pintail/Interior Alaska/9BM7240R0/2009,Direct Transmission,12.0,Inter-Species,7.993457
1232,A/northern pintail/Interior Alaska/9BM12068R0/2009,A/northern pintail/Interior Alaska/9BM7240R0/2009,Direct Transmission,14.0,Intra-Species,7.961449999999999
1233,A/mallard/Interior Alaska/9BM11023R0/2009,A/northern pintail/Interior Alaska/9BM7240R0/2009,Direct Transmission,11.0,Inter-Species,7.989394999999999
1234,A/northern pintail/Interior Alaska/9BM11556R0/2009,A/northern pintail/Interior Alaska/9BM7240R0/2009,Direct Transmission,13.0,Intra-Species,7.995699
1235,A/mallard/Alberta/417/2009,A/mallard/Alberta/421/2009,Direct Transmission,0.0,Intra-Species,7.999428
1236,A/mallard/Alberta/419/2009,A/mallard/Alberta/421/2009,Direct Transmission,0.0,Intra-Species,7.998996000000001
1237,A/mallard/Interior Alaska/10BM11414R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,8.0,Inter-Species,7.996035000000001
1238,A/northern pintail/Interior Alaska/10BM06704R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,-5.0,Intra-Species,7.7286600000000005
1239,A/mallard/Interior Alaska/10BM11415R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,8.0,Inter-Species,7.994575
1240,A/northern pintail/Interior Alaska/10BM11672R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,9.0,Intra-Species,7.990596000000001
1241,A/mallard/Interior Alaska/10BM12351R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,10.0,Inter-Species,7.996974000000002
1242,A/mallard/Interior Alaska/10BM11420R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,8.0,Inter-Species,7.996035000000001
1243,A/American green-winged teal/Interior Alaska/10BM07649R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,-2.0,Inter-Species,7.994182
1244,A/northern pintail/Interior Alaska/10BM08489R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1245,A/northern pintail/Interior Alaska/10BM08505R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,0.0,Intra-Species,7.998993
1246,A/mallard/Interior Alaska/10BM12352R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,10.0,Inter-Species,7.996899000000001
1247,A/mallard/Interior Alaska/10BM11418R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,8.0,Inter-Species,7.995171000000001
1248,A/mallard/Interior Alaska/10BM12383R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,10.0,Inter-Species,7.996391
1249,A/mallard/Interior Alaska/10BM11416R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,8.0,Inter-Species,7.995331
1250,A/mallard/Interior Alaska/10BM12350R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,10.0,Inter-Species,7.997547999999999
1251,A/northern pintail/Interior Alaska/10BM06872R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,-4.0,Intra-Species,7.9937960000000015
1252,A/American green-winged teal/Interior Alaska/10BM08134R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,0.0,Inter-Species,7.9951050000000015
1253,A/mallard/Interior Alaska/10BM12363R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,10.0,Inter-Species,7.9975429999999985
1254,A/mallard/Interior Alaska/10BM12370R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,10.0,Inter-Species,7.997547999999999
1255,A/northern pintail/Interior Alaska/10BM08493R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,0.0,Intra-Species,7.999567999999999
1256,A/mallard/Interior Alaska/10BM12374R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,10.0,Inter-Species,7.997547999999999
1257,A/mallard/Interior Alaska/10BM11419R0/2010,A/northern pintail/Interior Alaska/10BM08488R0/2010,Direct Transmission,8.0,Inter-Species,7.994719
1258,A/turkey/MB/FAV11/2010,A/turkey/MB/FAV10/2010,Direct Transmission,-1.0,Intra-Species,7.995651
1259,A/mallard/Interior Alaska/10BM12383R0/2010,A/mallard/Interior Alaska/10BM12350R0/2010,Direct Transmission,0.0,Intra-Species,7.998842999999999
1260,A/mallard/Interior Alaska/10BM12352R0/2010,A/mallard/Interior Alaska/10BM12350R0/2010,Direct Transmission,0.0,Intra-Species,7.999351
1261,A/mallard/Interior Alaska/10BM12351R0/2010,A/mallard/Interior Alaska/10BM12350R0/2010,Direct Transmission,0.0,Intra-Species,7.999425
1262,A/mallard/Interior Alaska/10BM12363R0/2010,A/mallard/Interior Alaska/10BM12350R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1263,A/mallard/Interior Alaska/10BM12370R0/2010,A/mallard/Interior Alaska/10BM12350R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1264,A/mallard/Interior Alaska/10BM12374R0/2010,A/mallard/Interior Alaska/10BM12350R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1265,A/northern pintail/Interior Alaska/9BM7861R0/2009,A/northern pintail/Interior Alaska/9BM7846R0/2009,Direct Transmission,0.0,Intra-Species,7.998692
1266,A/shorebird/Delaware Bay/170/2009,A/shorebird/Delaware/170/2009,Direct Transmission,0.0,Intra-Species,7.966778
1267,A/American black duck/New Brunswick/00467/2010,A/American black duck/New Brunswick/00608/2010,Direct Transmission,-4.0,Intra-Species,7.999567
1268,A/ruddy turnstone/New Jersey/AI09-587/2009,A/shorebird/Delaware Bay/545/2009,Direct Transmission,3.0,Inter-Species,7.99323
1269,A/mallard/Interior Alaska/10BM06447R0/2010,A/American green-winged teal/Interior Alaska/10BM07573R0/2010,Direct Transmission,-3.0,Inter-Species,7.957495
1270,A/red-necked grebe/Minnesota/AI10-1954/2010,A/mallard/California/6768/2009,Environmental Persistence,255.0,Inter-Species,7.6444839999999985
1271,A/red-necked grebe/Minnesota/AI10-1948/2010,A/mallard/California/6768/2009,Environmental Persistence,255.0,Inter-Species,7.641563
1272,A/mallard/Wisconsin/10OS2773/2010,A/blue-winged teal/Louisiana/AI09-5159/2009,Environmental Persistence,316.0,Inter-Species,7.769418999999999
1273,A/wood duck/Wisconsin/10OS2778/2010,A/blue-winged teal/Louisiana/AI09-5159/2009,Environmental Persistence,316.0,Inter-Species,7.768421000000001
1274,A/American black duck/New Brunswick/03395/2009,A/American black duck/New Brunswick/03408/2009,Direct Transmission,-1.0,Intra-Species,7.995895
1275,A/American black duck/New Brunswick/03398/2009,A/American black duck/New Brunswick/03408/2009,Direct Transmission,-1.0,Intra-Species,7.999136
1276,A/mallard/Interior Alaska/9BM11965R0/2009,A/northern pintail/Interior Alaska/9BM8907R0/2009,Direct Transmission,9.0,Inter-Species,7.974964999999999
1277,A/northern pintail/Interior Alaska/10BM11694R0/2010,A/northern pintail/Interior Alaska/9BM8907R0/2009,Environmental Persistence,367.0,Intra-Species,7.973725
1278,A/northern pintail/Interior Alaska/9BM10987R0/2009,A/northern pintail/Interior Alaska/9BM8907R0/2009,Direct Transmission,6.0,Intra-Species,7.998703
1279,A/northern pintail/Interior Alaska/9BM12176R0/2009,A/northern pintail/Interior Alaska/9BM8907R0/2009,Direct Transmission,9.0,Intra-Species,7.975417999999999
1280,A/northern pintail/Interior Alaska/10BM11989R0/2010,A/northern pintail/Interior Alaska/9BM8907R0/2009,Environmental Persistence,367.0,Intra-Species,7.971804
1281,A/northern pintail/Interior Alaska/9BM12180R0/2009,A/northern pintail/Interior Alaska/9BM8907R0/2009,Direct Transmission,9.0,Intra-Species,7.975417999999999
1282,A/northern pintail/Interior Alaska/10BM10480R0/2010,A/northern pintail/Interior Alaska/9BM8907R0/2009,Environmental Persistence,363.0,Intra-Species,7.975144999999999
1283,A/American green-winged teal/Interior Alaska/10BM08422R0/2010,A/northern pintail/Interior Alaska/10BM07597R0/2010,Direct Transmission,2.0,Inter-Species,7.997478
1284,A/mallard/Wisconsin/2755/2009,A/mallard/Wisconsin/2756/2009,Direct Transmission,0.0,Intra-Species,7.997937999999999
1285,A/northern pintail/Interior Alaska/10CH00003R0/2010,A/environment/California/5807/2009,Environmental Persistence,369.0,Inter-Species,7.6826209999999975
1286,A/northern pintail/Interior Alaska/9BM6510R0/2009,A/northern pintail/Interior Alaska/9BM7882R0/2009,Direct Transmission,-4.0,Intra-Species,7.998964999999999
1287,A/blue-winged teal/Wisconsin/2753/2009,A/American green-winged teal/Interior Alaska/9BM8129R0/2009,Environmental Persistence,76.0,Inter-Species,7.727762999999999
1288,A/northern pintail/Interior Alaska/9BM7972R0/2009,A/American green-winged teal/Interior Alaska/9BM8129R0/2009,Direct Transmission,0.0,Inter-Species,7.997256
1289,A/mallard/Interior Alaska/10BM09570R0/2010,A/mallard/Interior Alaska/10BM09562R0/2010,Direct Transmission,0.0,Intra-Species,7.999535000000002
1290,A/mallard/Illinois/10OS4130/2010,A/blue-winged teal/Guatemala/CIP049-03/2009,Environmental Persistence,383.0,Inter-Species,7.662016
1291,A/northern pintail/Interior Alaska/9BM12211R0/2009,A/northern pintail/Interior Alaska/9BM12210R0/2009,Direct Transmission,0.0,Intra-Species,8.0
1292,A/northern pintail/Interior Alaska/9BM11231R0/2009,A/northern pintail/Interior Alaska/9BM12210R0/2009,Direct Transmission,-3.0,Intra-Species,7.9985490000000015
1293,A/mallard/Interior Alaska/9BM10851R0/2009,A/northern pintail/Interior Alaska/9BM12210R0/2009,Direct Transmission,-4.0,Inter-Species,7.9923829999999985
1294,A/greater white-fronted goose/California/3778/2010,A/American green-winged teal/Minnesota/AI09-3589/2009,Environmental Persistence,449.0,Inter-Species,7.699812
1295,A/ruddy turnstone/New Jersey/AI09-1082/2009,A/ruddy turnstone/New Jersey/AI09-1211/2009,Direct Transmission,-4.0,Intra-Species,7.997489
1296,A/northern pintail/Interior Alaska/9BM5376R0/2009,A/northern pintail/Interior Alaska/9BM4666R0/2009,Direct Transmission,1.0,Intra-Species,7.999567999999999
1297,A/northern pintail/Interior Alaska/9BM4410R1/2009,A/northern pintail/Interior Alaska/9BM4666R0/2009,Direct Transmission,-1.0,Intra-Species,7.999302
1298,A/mallard/Interior Alaska/9BM3078R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,0.0,Intra-Species,8.0
1299,A/mallard/Interior Alaska/9BM3016R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,-1.0,Intra-Species,8.0
1300,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,5.0,Inter-Species,8.0
1301,A/mallard/Interior Alaska/9BM3357R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,3.0,Intra-Species,8.0
1302,A/mallard/Interior Alaska/9BM3379R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,4.0,Intra-Species,8.0
1303,A/mallard/Interior Alaska/9BM3361R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,3.0,Intra-Species,8.0
1304,A/mallard/Interior Alaska/9BM3355R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,3.0,Intra-Species,7.9994130000000006
1305,A/mallard/Interior Alaska/9BM2750R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,-3.0,Intra-Species,7.999547
1306,A/American wigeon/California/2997/2010,A/mallard/California/6695/2009,Environmental Persistence,388.0,Inter-Species,7.965431
1307,A/mallard/California/2529/2010,A/mallard/California/6695/2009,Environmental Persistence,363.0,Intra-Species,7.958345
1308,A/American wigeon/California/2423/2010,A/mallard/California/6695/2009,Environmental Persistence,363.0,Inter-Species,7.959399999999999
1309,A/northern pintail/Interior Alaska/9BM9975R0/2009,A/mallard/Interior Alaska/9BM8471R0/2009,Direct Transmission,5.0,Inter-Species,7.9342510000000015
1310,A/ruddy turnstone/Delaware/AI09-879/2009,A/ruddy turnstone/New Jersey/AI09-1326/2009,Direct Transmission,-2.0,Intra-Species,7.988477
1311,A/mallard/Interior Alaska/10BM11414R0/2010,A/mallard/Interior Alaska/10BM11420R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1312,A/mallard/Interior Alaska/10BM11415R0/2010,A/mallard/Interior Alaska/10BM11420R0/2010,Direct Transmission,0.0,Intra-Species,7.998539999999998
1313,A/mallard/Interior Alaska/10BM11418R0/2010,A/mallard/Interior Alaska/10BM11420R0/2010,Direct Transmission,0.0,Intra-Species,7.999136
1314,A/mallard/Interior Alaska/10BM12049R0/2010,A/mallard/Interior Alaska/10BM11420R0/2010,Direct Transmission,1.0,Intra-Species,7.998993
1315,A/mallard/Interior Alaska/10BM11419R0/2010,A/mallard/Interior Alaska/10BM11420R0/2010,Direct Transmission,0.0,Intra-Species,7.998683
1316,A/ring-billed gull/Quebec/G192/2010,A/ring-billed gull/Quebec/G066/2010,Direct Transmission,7.0,Intra-Species,8.0
1317,A/ring-billed gull/Quebec/G139/2010,A/ring-billed gull/Quebec/G018/2010,Direct Transmission,6.0,Intra-Species,7.995265999999999
1318,A/ring-billed gull/Quebec/G066/2010,A/ring-billed gull/Quebec/G018/2010,Direct Transmission,0.0,Intra-Species,7.993516
1319,A/ring-billed gull/Quebec/G068/2010,A/ring-billed gull/Quebec/G018/2010,Direct Transmission,0.0,Intra-Species,7.99517
1320,A/mallard/Minnesota/AI09-1666/2009,A/mallard/Minnesota/AI09-1669/2009,Direct Transmission,0.0,Intra-Species,7.998713
1321,A/mallard/Missouri/350/2009,A/northern pintail/Wisconsin/4198/2009,Direct Transmission,3.0,Inter-Species,7.7177419999999985
1322,A/mallard/Interior Alaska/10BM12177R0/2010,A/northern pintail/Interior Alaska/10BM12163R0/2010,Direct Transmission,0.0,Inter-Species,7.998982000000002
1323,A/mallard/Illinois/10OS4334/2010,A/northern shoveler/Mississippi/236/2010,Environmental Persistence,319.0,Inter-Species,7.725646999999999
1324,A/gull/Southeastern Alaska/10JR01527R0/2010,A/glaucous-winged gull/Southeastern Alaska/10JR01572R0/2010,Direct Transmission,-1.0,Intra-Species,7.994860000000001
1325,A/mallard/Interior Alaska/9BM10717R0/2009,A/northern pintail/Interior Alaska/9BM10471R0/2009,Direct Transmission,1.0,Inter-Species,7.999115
1326,A/northern pintail/Interior Alaska/9BM12186R0/2009,A/northern pintail/Interior Alaska/9BM12190R0/2009,Direct Transmission,0.0,Intra-Species,8.0
1327,A/mallard/Interior Alaska/9BM12204R0/2009,A/northern pintail/Interior Alaska/9BM12190R0/2009,Direct Transmission,0.0,Inter-Species,8.0
1328,A/mallard/Interior Alaska/9BM12198R0/2009,A/northern pintail/Interior Alaska/9BM12190R0/2009,Direct Transmission,0.0,Inter-Species,8.0
1329,A/northern pintail/Interior Alaska/10BM07597R0/2010,A/American green-winged teal/Interior Alaska/10BM08422R0/2010,Direct Transmission,-2.0,Inter-Species,7.997478
1330,A/northern pintail/Interior Alaska/10BM12552R0/2010,A/American green-winged teal/Interior Alaska/10BM08422R0/2010,Direct Transmission,10.0,Inter-Species,7.991981
1331,A/mallard/Interior Alaska/10BM12172R0/2010,A/American green-winged teal/Interior Alaska/10BM08422R0/2010,Direct Transmission,9.0,Inter-Species,7.987881
1332,A/northern pintail/Interior Alaska/10BM12163R0/2010,A/American green-winged teal/Interior Alaska/10BM08422R0/2010,Direct Transmission,9.0,Inter-Species,7.988461999999998
1333,A/mallard/Interior Alaska/10BM12582R0/2010,A/American green-winged teal/Interior Alaska/10BM08422R0/2010,Direct Transmission,10.0,Inter-Species,7.990171000000001
1334,A/mallard/Interior Alaska/10BM12177R0/2010,A/American green-winged teal/Interior Alaska/10BM08422R0/2010,Direct Transmission,9.0,Inter-Species,7.989471000000001
1335,A/blue-winged teal/Nova Scotia/00067/2010,A/northern pintail/Interior Alaska/10BM05034R0/2010,Environmental Persistence,48.0,Inter-Species,7.653113999999999
1336,A/mallard/California/1305/2010,A/mallard/California/1353/2010,Direct Transmission,-3.0,Intra-Species,7.9971869999999985
1337,A/mallard/California/1335/2010,A/mallard/California/1335-1/2010,Direct Transmission,0.0,Intra-Species,7.9985490000000015
1338,A/American green-winged teal/Interior Alaska/10BM07000R0/2010,A/American green-winged teal/Interior Alaska/10BM07863R0/2010,Direct Transmission,-3.0,Inter-Species,7.999414999999999
1339,A/northern pintail/Interior Alaska/9BM6145R0/2009,A/northern pintail/Interior Alaska/9BM6146R0/2009,Direct Transmission,0.0,Intra-Species,8.0
1340,A/northern pintail/Interior Alaska/9BM6144R0/2009,A/northern pintail/Interior Alaska/9BM6146R0/2009,Direct Transmission,0.0,Intra-Species,8.0
1341,A/American black duck/New Brunswick/00522/2010,A/blue-winged teal/New Brunswick/00538/2010,Direct Transmission,0.0,Inter-Species,7.998828
1342,A/mallard/Interior Alaska/9BM8287R0/2009,A/mallard/Interior Alaska/9BM6888R0/2009,Direct Transmission,-1.0,Intra-Species,7.9984850000000005
1343,A/mallard/California/5222/2009,A/mallard/California/5219/2009,Direct Transmission,0.0,Intra-Species,7.998972999999999
1344,A/mallard/Interior Alaska/10BM06454R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4.0,Intra-Species,8.0
1345,A/mallard/Interior Alaska/10BM06460R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4.0,Intra-Species,7.998991
1346,A/mallard/Interior Alaska/10BM06448R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4.0,Intra-Species,8.0
1347,A/mallard/Interior Alaska/10BM06450R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4.0,Intra-Species,8.0
1348,A/mallard/Interior Alaska/10BM06459R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4.0,Intra-Species,7.999567
1349,A/mallard/Interior Alaska/10BM06456R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4.0,Intra-Species,7.999414999999999
1350,A/mallard/Interior Alaska/10BM06452R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4.0,Intra-Species,8.0
1351,A/mallard/Interior Alaska/10BM06455R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4.0,Intra-Species,7.999567
1352,A/mallard/Interior Alaska/10BM06461R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,Direct Transmission,-4.0,Intra-Species,8.0
1353,A/shorebird/Delaware Bay/55/2009,A/shorebird/Delaware Bay/250/2009,Direct Transmission,-5.0,Intra-Species,8.0
1354,A/mallard/Interior Alaska/10BM05968R0/2010,A/American green-winged teal/Interior Alaska/10BM07649R0/2010,Direct Transmission,-6.0,Inter-Species,7.9901110000000015
1355,A/ruddy turnstone/New Jersey/AI09-1251/2009,A/ruddy turnstone/New Jersey/AI09-1149/2009,Direct Transmission,0.0,Intra-Species,7.993105999999999
1356,A/northern pintail/Interior Alaska/9BM11231R0/2009,A/northern pintail/Interior Alaska/9BM12211R0/2009,Direct Transmission,-3.0,Intra-Species,7.9985490000000015
1357,A/northern pintail/Interior Alaska/9BM12210R0/2009,A/northern pintail/Interior Alaska/9BM12211R0/2009,Direct Transmission,0.0,Intra-Species,8.0
1358,A/mallard/Interior Alaska/9BM10851R0/2009,A/northern pintail/Interior Alaska/9BM12211R0/2009,Direct Transmission,-4.0,Inter-Species,7.9923829999999985
1359,A/northern pintail/Interior Alaska/9BM7688R0/2009,A/northern pintail/Interior Alaska/9BM7895R0/2009,Direct Transmission,0.0,Intra-Species,7.9967190000000015
1360,A/ruddy turnstone/New Jersey/AI09-618/2009,A/shorebird/Delaware Bay/351/2009,Direct Transmission,6.0,Inter-Species,7.996494
1361,A/mallard/Interior Alaska/9BM1869/2009,A/mallard/Interior Alaska/9BM1959/2009,Direct Transmission,-3.0,Intra-Species,8.0
1362,A/mallard/Interior Alaska/9BM1964/2009,A/mallard/Interior Alaska/9BM1959/2009,Direct Transmission,2.0,Intra-Species,7.996810000000001
1363,A/mallard/Interior Alaska/9BM2077/2009,A/mallard/Interior Alaska/9BM1959/2009,Direct Transmission,5.0,Intra-Species,7.997095
1364,A/mallard/Interior Alaska/9BM3078R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,-3.0,Intra-Species,8.0
1365,A/mallard/Interior Alaska/9BM3016R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,-4.0,Intra-Species,8.0
1366,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,2.0,Inter-Species,8.0
1367,A/mallard/Interior Alaska/9BM3379R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,1.0,Intra-Species,8.0
1368,A/mallard/Interior Alaska/9BM3076R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,-3.0,Intra-Species,8.0
1369,A/mallard/Interior Alaska/9BM3361R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,0.0,Intra-Species,8.0
1370,A/mallard/Interior Alaska/9BM3355R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,0.0,Intra-Species,7.9994130000000006
1371,A/mallard/Interior Alaska/9BM2751R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,-6.0,Intra-Species,7.997020000000001
1372,A/mallard/Interior Alaska/9BM3075R2/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,-3.0,Intra-Species,7.998437000000001
1373,A/mallard/Interior Alaska/9BM2750R0/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,-6.0,Intra-Species,7.999547
1374,A/American black duck/New Brunswick/00385/2010,A/mallard/New Brunswick/00324/2010,Direct Transmission,1.0,Inter-Species,7.994827000000001
1375,A/American black duck/New Brunswick/00410/2010,A/mallard/New Brunswick/00324/2010,Direct Transmission,2.0,Inter-Species,7.9945939999999975
1376,A/mallard/New Brunswick/00329/2010,A/mallard/New Brunswick/00324/2010,Direct Transmission,0.0,Intra-Species,7.995319999999999
1377,A/American black duck/New Brunswick/00326/2010,A/mallard/New Brunswick/00324/2010,Direct Transmission,0.0,Inter-Species,7.998972999999999
1378,A/northern pintail/Interior Alaska/9BM12094R0/2009,A/northern pintail/Interior Alaska/9BM11387R0/2009,Direct Transmission,2.0,Intra-Species,7.999115
1379,A/green-winged teal/Prince Edward Island/00841/2010,A/green-winged teal/Prince Edward Island/00840/2010,Direct Transmission,0.0,Intra-Species,8.0
1380,A/green-winged teal/Prince Edward Island/00838/2010,A/green-winged teal/Prince Edward Island/00840/2010,Direct Transmission,0.0,Intra-Species,8.0
1381,A/green-winged teal/Prince Edward Island/00839/2010,A/green-winged teal/Prince Edward Island/00840/2010,Direct Transmission,0.0,Intra-Species,8.0
1382,A/blue-winged teal/Nova Scotia/00076/2010,A/blue-winged teal/Nova Scotia/00080/2010,Direct Transmission,0.0,Intra-Species,8.0
1383,A/blue-winged teal/Nova Scotia/00081/2010,A/blue-winged teal/Nova Scotia/00080/2010,Direct Transmission,0.0,Intra-Species,8.0
1384,A/blue-winged teal/Nova Scotia/00077/2010,A/blue-winged teal/Nova Scotia/00080/2010,Direct Transmission,0.0,Intra-Species,8.0
1385,A/blue-winged teal/Nova Scotia/00073/2010,A/blue-winged teal/Nova Scotia/00080/2010,Direct Transmission,0.0,Intra-Species,8.0
1386,A/blue-winged teal/Nova Scotia/00072/2010,A/blue-winged teal/Nova Scotia/00080/2010,Direct Transmission,0.0,Intra-Species,8.0
1387,A/blue-winged teal/Nova Scotia/00074/2010,A/blue-winged teal/Nova Scotia/00080/2010,Direct Transmission,0.0,Intra-Species,8.0
1388,A/blue-winged teal/Nova Scotia/00075/2010,A/blue-winged teal/Nova Scotia/00080/2010,Direct Transmission,0.0,Intra-Species,8.0
1389,A/blue-winged teal/Nova Scotia/00079/2010,A/blue-winged teal/Nova Scotia/00080/2010,Direct Transmission,0.0,Intra-Species,7.999567999999999
1390,A/blue-winged teal/Nova Scotia/00078/2010,A/blue-winged teal/Nova Scotia/00080/2010,Direct Transmission,0.0,Intra-Species,8.0
1391,A/northern pintail/Interior Alaska/9BM11431R0/2009,A/northern pintail/Interior Alaska/9BM10146R0/2009,Direct Transmission,3.0,Intra-Species,7.996569999999998
1392,A/northern pintail/Interior Alaska/9BM9973R0/2009,A/northern pintail/Interior Alaska/9BM10146R0/2009,Direct Transmission,0.0,Intra-Species,8.0
1393,A/mallard/Interior Alaska/9BM8474R0/2009,A/northern pintail/Interior Alaska/9BM10146R0/2009,Direct Transmission,-5.0,Inter-Species,8.0
1394,A/northern pintail/Interior Alaska/9BM8464R0/2009,A/northern pintail/Interior Alaska/9BM10146R0/2009,Direct Transmission,-5.0,Intra-Species,7.999136
1395,A/mallard/Interior Alaska/9BM9755R0/2009,A/northern pintail/Interior Alaska/9BM10146R0/2009,Direct Transmission,-1.0,Inter-Species,8.0
1396,A/northern pintail/Interior Alaska/9BM10525R2/2009,A/northern pintail/Interior Alaska/9BM10146R0/2009,Direct Transmission,1.0,Intra-Species,8.0
1397,A/northern pintail/Interior Alaska/9BM8459R0/2009,A/northern pintail/Interior Alaska/9BM10146R0/2009,Direct Transmission,-5.0,Intra-Species,8.0
1398,A/northern pintail/Interior Alaska/9BM8502R0/2009,A/northern pintail/Interior Alaska/9BM10146R0/2009,Direct Transmission,-5.0,Intra-Species,8.0
1399,A/northern pintail/Interior Alaska/9BM11325R0/2009,A/northern pintail/Interior Alaska/9BM10146R0/2009,Direct Transmission,3.0,Intra-Species,7.999567999999999
1400,A/northern pintail/Interior Alaska/9BM8448R0/2009,A/northern pintail/Interior Alaska/9BM10146R0/2009,Direct Transmission,-5.0,Intra-Species,8.0
1401,A/northern pintail/Interior Alaska/10BM00849R2/2010,A/northern pintail/Interior Alaska/9BM10146R0/2009,Environmental Persistence,281.0,Intra-Species,7.9979359999999975
1402,A/northern pintail/Interior Alaska/9BM11431R0/2009,A/mallard/Interior Alaska/9BM8474R0/2009,Direct Transmission,8.0,Inter-Species,7.996569999999998
1403,A/northern pintail/Interior Alaska/9BM9973R0/2009,A/mallard/Interior Alaska/9BM8474R0/2009,Direct Transmission,5.0,Inter-Species,8.0
1404,A/northern pintail/Interior Alaska/9BM11325R0/2009,A/mallard/Interior Alaska/9BM8474R0/2009,Direct Transmission,8.0,Inter-Species,7.999567999999999
