Strain Name,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8,State/Province,Country,Host Species,Collection Date,Subtype,Complete Genome
A/northern pintail/Interior Alaska/9BM11487R0/2009,CY142817,CY142816,CY142815,CY142810,CY142813,CY142812,CY142811,CY142814,Alaska,USA,IRD:Northern Pintail/Avian,8/18/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM11572R0/2009,CY142833,CY142832,CY142831,CY142826,CY142829,CY142828,CY142827,CY142830,Alaska,USA,IRD:Northern Pintail/Avian,8/20/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM11719R1/2009,CY142841,CY142840,CY142839,CY142834,CY142837,CY142836,CY142835,CY142838,Alaska,USA,IRD:Northern Pintail/Avian,8/19/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM11757R0/2009,CY142849,CY142848,CY142847,CY142842,CY142845,CY142844,CY142843,CY142846,Alaska,USA,IRD:Northern Pintail/Avian,8/19/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM11789R0/2009,CY142857,CY142856,CY142855,CY142850,CY142853,CY142852,CY142851,CY142854,Alaska,USA,IRD:Northern Pintail/Avian,8/19/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM11911R0/2009,CY142873,CY142872,CY142871,CY142866,CY142869,CY142868,CY142867,CY142870,Alaska,USA,IRD:Northern Pintail/Avian,8/19/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM11915R0/2009,CY142881,CY142880,CY142879,CY142874,CY142877,CY142876,CY142875,CY142878,Alaska,USA,IRD:Northern Pintail/Avian,8/19/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM12066R1/2009,CY142897,CY142896,CY142895,CY142890,CY142893,CY142892,CY142891,CY142894,Alaska,USA,IRD:Northern Pintail/Avian,8/20/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM12176R0/2009,CY143097,CY143096,CY143095,CY143090,CY143093,CY143092,CY143091,CY143094,Alaska,USA,IRD:Northern Pintail/Avian,8/20/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM12180R0/2009,CY143105,CY143104,CY143103,CY143098,CY143101,CY143100,CY143099,CY143102,Alaska,USA,IRD:Northern Pintail/Avian,8/20/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM12186R0/2009,CY143113,CY143112,CY143111,CY143106,CY143109,CY143108,CY143107,CY143110,Alaska,USA,IRD:Northern Pintail/Avian,8/21/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM12190R0/2009,CY143121,CY143120,CY143119,CY143114,CY143117,CY143116,CY143115,CY143118,Alaska,USA,IRD:Northern Pintail/Avian,8/21/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM12210R0/2009,CY143145,CY143144,CY143143,CY143138,CY143141,CY143140,CY143139,CY143142,Alaska,USA,IRD:Northern Pintail/Avian,8/21/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM12211R0/2009,CY143419,CY143418,CY143417,CY143412,CY143415,CY143414,CY143413,CY143416,Alaska,USA,IRD:Northern Pintail/Avian,8/21/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM12464R0/2009,CY143225,CY143224,CY143223,CY143218,CY143221,CY143220,CY143219,CY143222,Alaska,USA,IRD:Northern Pintail/Avian,9/2/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM12647R0/2009,CY143329,CY143328,CY143327,CY143322,CY143325,CY143324,CY143323,CY143326,Alaska,USA,IRD:Northern Pintail/Avian,9/5/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM12700R0/2009,CY143347,CY143346,CY143345,CY143340,CY143343,CY143342,CY143341,CY143344,Alaska,USA,IRD:Northern Pintail/Avian,9/6/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM3859R1/2009,CY135470,CY135469,CY135468,CY135463,CY135466,CY135465,CY135464,CY135467,Alaska,USA,IRD:Northern Pintail/Avian,7/24/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM4347R0/2009,CY135374,CY135373,CY135372,CY135367,CY135370,CY135369,CY135368,CY135371,Alaska,USA,IRD:Northern Pintail/Avian,7/27/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM4410R1/2009,CY135478,CY135477,CY135476,CY135471,CY135474,CY135473,CY135472,CY135475,Alaska,USA,IRD:Northern Pintail/Avian,7/28/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM4583R0/2009,CY135414,CY135413,CY135412,CY135407,CY135410,CY135409,CY135408,CY135411,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM4637R0/2009,CY135422,CY135421,CY135420,CY135415,CY135418,CY135417,CY135416,CY135419,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM4641R0/2009,CY135430,CY135429,CY135428,CY135423,CY135426,CY135425,CY135424,CY135427,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM4646R0/2009,CY135438,CY135437,CY135436,CY135431,CY135434,CY135433,CY135432,CY135435,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM4660R0/2009,CY135446,CY135445,CY135444,CY135439,CY135442,CY135441,CY135440,CY135443,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM4666R0/2009,CY135454,CY135453,CY135452,CY135447,CY135450,CY135449,CY135448,CY135451,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM4989R0/2009,CY135518,CY135517,CY135516,CY135511,CY135514,CY135513,CY135512,CY135515,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM4991R0/2009,CY135526,CY135525,CY135524,CY135519,CY135522,CY135521,CY135520,CY135523,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM4994R0/2009,CY135188*,CY135187*,CY135186*,CY135181*,CY135184,CY135183,CY135182,CY135185,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM5053R0/2009,CY135550,CY135549,CY135548,CY135543,CY135546,CY135545,CY135544,CY135547,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM5054R0/2009,CY135196*,CY135195*,CY135194*,CY135189,CY135192,CY135191,CY135190,CY135193,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM5375R0/2009,CY135566,CY135565,CY135564,CY135559,CY135562,CY135561,CY135560,CY135563,Alaska,USA,IRD:Northern Pintail/Avian,7/30/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM5376R0/2009,CY135574,CY135573,CY135572,CY135567,CY135570,CY135569,CY135568,CY135571,Alaska,USA,IRD:Northern Pintail/Avian,7/30/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM5554R0/2009,CY135582,CY135581,CY135580,CY135575,CY135578,CY135577,CY135576,CY135579,Alaska,USA,IRD:Northern Pintail/Avian,7/31/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM5698R0/2009,CY135590,CY135589,CY135588,CY135583,CY135586,CY135585,CY135584,CY135587,Alaska,USA,IRD:Northern Pintail/Avian,7/31/2009,H10N7,Yes
A/northern pintail/Interior Alaska/9BM6039R0/2009,CY143427,CY143426,CY143425,CY143420,CY143423,CY143422,CY143421,CY143424,Alaska,USA,IRD:Northern Pintail/Avian,8/2/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM6040R0/2009,CY143363,CY143362,CY143361,CY143356,CY143359,CY143358,CY143357,CY143360,Alaska,USA,IRD:Northern Pintail/Avian,8/2/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM6094R0/2009,CY143435,CY143434,CY143433,CY143428,CY143431,CY143430,CY143429,CY143432,Alaska,USA,IRD:Northern Pintail/Avian,8/2/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM6095R0/2009,CY143443,CY143442,CY143441,CY143436,CY143439,CY143438,CY143437,CY143440,Alaska,USA,IRD:Northern Pintail/Avian,8/2/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM6144R0/2009,CY142593,CY142592,CY142591,CY142586,CY142589,CY142588,CY142587,CY142590,Alaska,USA,IRD:Northern Pintail/Avian,8/2/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM6145R0/2009,CY143371,CY143370,CY143369,CY143364,CY143367,CY143366,CY143365,CY143368,Alaska,USA,IRD:Northern Pintail/Avian,8/2/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM6146R0/2009,CY142601,CY142600,CY142599,CY142594,CY142597,CY142596,CY142595,CY142598,Alaska,USA,IRD:Northern Pintail/Avian,8/2/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM6248R0/2009,CY142609,CY142608,CY142607,CY142602,CY142605,CY142604,CY142603,CY142606,Alaska,USA,IRD:Northern Pintail/Avian,8/3/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM6290R0/2009,CY142625,CY142624,CY142623,CY142618,CY142621,CY142620,CY142619,CY142622,Alaska,USA,IRD:Northern Pintail/Avian,8/3/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM6494R0/2009,CY142641,CY142640,CY142639,CY142634,CY142637,CY142636,CY142635,CY142638,Alaska,USA,IRD:Northern Pintail/Avian,8/3/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM6902R0/2009,CY142657,CY142656,CY142655,CY142650,CY142653,CY142652,CY142651,CY142654,Alaska,USA,IRD:Northern Pintail/Avian,8/5/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM7044R0/2009,CY142665,CY142664,CY142663,CY142658,CY142661,CY142660,CY142659,CY142662,Alaska,USA,IRD:Northern Pintail/Avian,8/6/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM7050R0/2009,CY142673,CY142672,CY142671,CY142666,CY142669,CY142668,CY142667,CY142670,Alaska,USA,IRD:Northern Pintail/Avian,8/6/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM7052R0/2009,CY142905,CY142904,CY142903,CY142898,CY142901,CY142900,CY142899,CY142902,Alaska,USA,IRD:Northern Pintail/Avian,8/6/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM7055R0/2009,CY143379,CY143378,CY143377,CY143372,CY143375,CY143374,CY143373,CY143376,Alaska,USA,IRD:Northern Pintail/Avian,8/6/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM7069R0/2009,CY143387,CY143386,CY143385,CY143380,CY143383,CY143382,CY143381,CY143384,Alaska,USA,IRD:Northern Pintail/Avian,8/6/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM7118R1/2009,CY142681,CY142680,CY142679,CY142674,CY142677,CY142676,CY142675,CY142678,Alaska,USA,IRD:Northern Pintail/Avian,8/6/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM7232R0/2009,CY142689,CY142688,CY142687,CY142682,CY142685,CY142684,CY142683,CY142686,Alaska,USA,IRD:Northern Pintail/Avian,8/6/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM7252R0/2009,CY142697,CY142696,CY142695,CY142690,CY142693,CY142692,CY142691,CY142694,Alaska,USA,IRD:Northern Pintail/Avian,8/6/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM7254R0/2009,CY142705,CY142704,CY142703,CY142698,CY142701,CY142700,CY142699,CY142702,Alaska,USA,IRD:Northern Pintail/Avian,8/6/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM7258R0/2009,CY142713,CY142712,CY142711,CY142706,CY142709,CY142708,CY142707,CY142710,Alaska,USA,IRD:Northern Pintail/Avian,8/6/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM7302R0/2009,CY142721,CY142720,CY142719,CY142714,CY142717,CY142716,CY142715,CY142718,Alaska,USA,IRD:Northern Pintail/Avian,8/7/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM7368R0/2009,CY142913,CY142912,CY142911,CY142906,CY142909,CY142908,CY142907,CY142910,Alaska,USA,IRD:Northern Pintail/Avian,8/7/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM7496R0/2009,CY142921,CY142920,CY142919,CY142914,CY142917,CY142916,CY142915,CY142918,Alaska,USA,IRD:Northern Pintail/Avian,8/8/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM7620R0/2009,CY142929,CY142928,CY142927,CY142922,CY142925,CY142924,CY142923,CY142926,Alaska,USA,IRD:Northern Pintail/Avian,8/8/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM7632R0/2009,CY142937,CY142936,CY142935,CY142930,CY142933,CY142932,CY142931,CY142934,Alaska,USA,IRD:Northern Pintail/Avian,8/8/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM7836R0/2009,CY142945,CY142944,CY142943,CY142938,CY142941,CY142940,CY142939,CY142942,Alaska,USA,IRD:Northern Pintail/Avian,8/8/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM7934R0/2009,CY142953,CY142952,CY142951,CY142946,CY142949,CY142948,CY142947,CY142950,Alaska,USA,IRD:Northern Pintail/Avian,8/8/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM7972R0/2009,CY143395,CY143394,CY143393,CY143388,CY143391,CY143390,CY143389,CY143392,Alaska,USA,IRD:Northern Pintail/Avian,8/9/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM8022R0/2009,CY142961,CY142960,CY142959,CY142954,CY142957,CY142956,CY142955,CY142958,Alaska,USA,IRD:Northern Pintail/Avian,8/9/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM8119R0/2009,CY142969,CY142968,CY142967,CY142962,CY142965,CY142964,CY142963,CY142966,Alaska,USA,IRD:Northern Pintail/Avian,8/9/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM8415R2/2009,CY142985,CY142984,CY142983,CY142978,CY142981,CY142980,CY142979,CY142982,Alaska,USA,IRD:Northern Pintail/Avian,8/9/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM8553R0/2009,CY143001,CY143000,CY142999,CY142994,CY142997,CY142996,CY142995,CY142998,Alaska,USA,IRD:Northern Pintail/Avian,8/10/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM8657R1/2009,CY143355,CY143354,CY143353,CY143348,CY143351,CY143350,CY143349,CY143352,Alaska,USA,IRD:Northern Pintail/Avian,8/10/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM8803R0/2009,CY143009,CY143008,CY143007,CY143002,CY143005,CY143004,CY143003,CY143006,Alaska,USA,IRD:Northern Pintail/Avian,8/11/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM8815R0/2009,CY143017,CY143016,CY143015,CY143010,CY143013,CY143012,CY143011,CY143014,Alaska,USA,IRD:Northern Pintail/Avian,8/11/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM8907R0/2009,CY143033,CY143032,CY143031,CY143026,CY143029,CY143028,CY143027,CY143030,Alaska,USA,IRD:Northern Pintail/Avian,8/11/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM9447R0/2009,CY143249,CY143248,CY143247,CY143242,CY143245,CY143244,CY143243,CY143246,Alaska,USA,IRD:Northern Pintail/Avian,8/13/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM9611R0/2009,CY143257,CY143256,CY143255,CY143250,CY143253,CY143252,CY143251,CY143254,Alaska,USA,IRD:Northern Pintail/Avian,8/13/2009,H3N8,Yes
A/northern pintail/Interior Alaska/9BM9975R0/2009,CY143281,CY143280,CY143279,CY143274,CY143277,CY143276,CY143275,CY143278,Alaska,USA,IRD:Northern Pintail/Avian,8/15/2009,H4N6,Yes
A/northern pintail/Interior Alaska/9BM9989R0/2009,CY143305,CY143304,CY143303,CY143298,CY143301,CY143300,CY143299,CY143302,Alaska,USA,IRD:Northern Pintail/Avian,8/15/2009,H4N6,Yes
A/northern pintail/Minnesota/AI09-3254/2009,CY140819,CY140818,CY140817,CY140812,CY140815,CY140814,CY140813,CY140816,Minnesota,USA,IRD:Northern Pintail/Avian,9/8/2009,H6N2,Yes
A/northern pintail/Minnesota/AI09-4322/2009,CY140942,CY140941,CY140940,CY140935,CY140938,CY140937,CY140936,CY140939,Minnesota,USA,IRD:Teal/Avian,9/12/2009,H3N8,Yes
A/northern pintail/Mississippi/10OS4521/2010,CY132767,CY132766,CY132765,CY132759,CY132762,CY132761,CY132760,CY132764,Mississippi,USA,IRD:Northern Pintail/Avian,12/10/2010,(H4),Yes
A/northern pintail/Missouri/319/2009,CY097645,CY097644,CY097643,CY097638,CY097641,CY097640,CY097639,CY097642,Missouri,USA,IRD:Northern Pintail/Avian,12/6/2009,H12N5,Yes
A/northern pintail/New Brunswick/03547/2009,CY125364,CY125363,CY125362,CY125357,CY125360,CY125359,CY125358,CY125361,-N/A-,Canada,IRD:Northern Pintail/Avian,9/11/2009,H3N8,Yes
A/northern pintail/Wisconsin/10OS2857/2010,CY133100,CY133099,CY133098,CY133093,CY133096,CY133095,CY133094,CY133097,Wisconsin,USA,IRD:Northern Pintail/Avian,10/2/2010,H5N2,Yes
A/northern pintail/Wisconsin/2737/2009,CY097501,CY097500,CY097499,CY097494,CY097497,CY097496,CY097495,CY097498,Wisconsin,USA,IRD:Northern Pintail/Avian,10/17/2009,H3N2,Yes
A/northern pintail/Wisconsin/4198/2009,CY097421,CY097420,CY097419,CY097414,CY097417,CY097416,CY097415,CY097418,Wisconsin,USA,IRD:Northern Pintail/Avian,12/3/2009,H11N9,Yes
A/northern shoveler/Arkansas/11OS171/2011,CY132809,CY132808,CY132807,CY132800,CY132804,CY132802,CY132801,CY132805,Arkansas,USA,IRD:Northern Shoveler/Avian,1/13/2011,(H7),Yes
A/northern shoveler/Arkansas/11OS333/2011,CY132820,CY132819,CY132818,CY132811,CY132814,CY132813,CY132812,CY132816,Arkansas,USA,IRD:Northern Shoveler/Avian,1/12/2011,mixed,Yes
A/northern shoveler/Arkansas/11OS386/2011,CY133640,CY133639,CY133638,CY133633,CY133636,CY133635,CY133634,CY133637,Arkansas,USA,IRD:Northern Shoveler/Avian,1/12/2011,H9N2,Yes
A/northern shoveler/Arkansas/AI09-6012/2009,CY141048,CY141047,CY141046,CY141041,CY141044,CY141043,CY141042,CY141045,Arkansas,USA,IRD:Northern Shoveler/Avian,12/10/2009,H10N3,Yes
A/northern shoveler/California/3046/2010,CY120610,CY120609,CY120608,CY120603,CY120606,CY120605,CY120604,CY120607,California,USA,IRD:Northern Shoveler/Avian,11/24/2010,H4N3,Yes
A/northern shoveler/California/3183/2010,CY120642,CY120641,CY120640,CY120635,CY120638,CY120637,CY120636,CY120639,California,USA,IRD:Northern Shoveler/Avian,11/27/2010,H11N2,Yes
A/northern shoveler/California/3185/2010,CY120525,CY120523,CY120522,CY120517,CY120520,CY120519,CY120518,CY120521,California,USA,IRD:Northern Shoveler/Avian,11/27/2010,mixed,Yes
A/northern shoveler/California/3483/2010,CY120674,CY120673,CY120672,CY120667,CY120670,CY120669,CY120668,CY120671,California,USA,IRD:Northern Shoveler/Avian,12/8/2010,H12N5,Yes
A/northern shoveler/California/3628/2011,CY120682,CY120681,CY120680,CY120675,CY120678,CY120677,CY120676,CY120679,California,USA,IRD:Northern Shoveler/Avian,1/1/2011,H10N3,Yes
A/northern shoveler/California/3676/2010,CY134302,CY134301,CY134300,CY134295,CY134298,CY134297,CY134296,CY134299,California,USA,IRD:Northern Shoveler/Avian,12/15/2010,H8N2,Yes
A/northern shoveler/California/4020/2011,CY134310,CY134309,CY134308,CY134303,CY134306,CY134305,CY134304,CY134307,California,USA,IRD:Northern Shoveler/Avian,1/5/2011,H4N3,Yes
A/northern shoveler/California/6535/2009,CY157509,CY157508,CY157507,CY157502,CY157505,CY157504,CY157503,CY157506,California,USA,IRD:Northern Shoveler/Avian,10/24/2009,H9N2,Yes
A/northern shoveler/Illinois/10OS3619/2010,CY133036,CY133035,CY133034,CY133029,CY133032,CY133031,CY133030,CY133033,Illinois,USA,IRD:Northern Shoveler/Avian,10/30/2010,H11N9,Yes
A/northern shoveler/Illinois/10OS3632/2010,CY132789,CY132788,CY132787,CY132780,CY132784,CY132783,CY132782,CY132785,Illinois,USA,IRD:Northern Shoveler/Avian,10/31/2010,mixed,Yes
A/northern shoveler/Illinois/10OS4360/2010,CY133488,CY133487,CY133486,CY133480,CY133484,CY133482,CY133481,CY133485,Illinois,USA,IRD:Northern Shoveler/Avian,11/28/2010,mixed,Yes
A/northern shoveler/Illinois/3767/2009,CY096960,CY096958,CY096956,CY096950,CY096954,CY096952,CY096951,CY096955,Illinois,USA,IRD:Northern Shoveler/Avian,11/14/2009,(N5),Yes
A/northern shoveler/Interior Alaska/10BM02593R0/2010,CY130436,CY130435,CY130434,CY130429,CY130432,CY130431,CY130430,CY130433,Alaska,USA,IRD:Northern Shoveler/Avian,6/23/2010,H4N6,Yes
A/northern shoveler/Interior Alaska/10BM02892R0/2010,CY130412,CY130411,CY130410,CY130405,CY130408,CY130407,CY130406,CY130409,Alaska,USA,IRD:Northern Shoveler/Avian,6/30/2010,H4N6,Yes
A/northern shoveler/Interior Alaska/10BM05382R0/2010,CY135744,CY135743,CY135742,CY135737,CY135740,CY135739,CY135738,CY135741,Alaska,USA,IRD:Northern Shoveler/Avian,7/25/2010,H3N8,Yes
A/northern shoveler/Interior Alaska/10BM05408R0/2010,CY135752,CY135751,CY135750,CY135745,CY135748,CY135747,CY135746,CY135749,Alaska,USA,IRD:Northern Shoveler/Avian,7/25/2010,H4N6,Yes
A/northern shoveler/Interior Alaska/10BM05487R0/2010,CY135770,CY135769,CY135768,CY135763,CY135766,CY135765,CY135764,CY135767,Alaska,USA,IRD:Northern Shoveler/Avian,7/26/2010,H3N8,Yes
A/northern shoveler/Interior Alaska/10BM05491R0/2010,CY135778,CY135777,CY135776,CY135771,CY135774,CY135773,CY135772,CY135775,Alaska,USA,IRD:Northern Shoveler/Avian,7/26/2010,H3N8,Yes
A/northern shoveler/Interior Alaska/10BM05638R0/2010,CY135794,CY135793,CY135792,CY135787,CY135790,CY135789,CY135788,CY135791,Alaska,USA,IRD:Northern Shoveler/Avian,7/26/2010,H3N8,Yes
A/northern shoveler/Interior Alaska/10BM05646R0/2010,CY135252,CY135251,CY135250,CY135244,CY135248,CY135247,CY135245,CY135249,Alaska,USA,IRD:Northern Shoveler/Avian,7/26/2010,mixed,Yes
A/northern shoveler/Interior Alaska/10BM05649R0/2010,CY135802,CY135801,CY135800,CY135795,CY135798,CY135797,CY135796,CY135799,Alaska,USA,IRD:Northern Shoveler/Avian,7/26/2010,H3N8,Yes
A/northern shoveler/Interior Alaska/10BM16764R0/2010,CY125765,CY125764,CY125763,CY125758,CY125761,CY125760,CY125759,CY125762,Alaska,USA,IRD:Northern Shoveler/Avian,9/8/2010,H9N2,Yes
A/northern shoveler/Interior Alaska/9BM12298R0/2009,CY143161,CY143160,CY143159,CY143154,CY143157,CY143156,CY143155,CY143158,Alaska,USA,IRD:Northern Shoveler/Avian,9/1/2009,H3N8,Yes
A/northern shoveler/Interior Alaska/9BM12314R0/2009,CY143169,CY143168,CY143167,CY143162,CY143165,CY143164,CY143163,CY143166,Alaska,USA,IRD:Northern Shoveler/Avian,9/2/2009,H4N6,Yes
A/northern shoveler/Interior Alaska/9BM12332R0/2009,CY143193,CY143192,CY143191,CY143186,CY143189,CY143188,CY143187,CY143190,Alaska,USA,IRD:Northern Shoveler/Avian,9/2/2009,H3N8,Yes
A/northern shoveler/Interior Alaska/9BM12519R0/2009,CY143233,CY143232,CY143231,CY143226,CY143229,CY143228,CY143227,CY143230,Alaska,USA,IRD:Northern Shoveler/Avian,9/3/2009,H4N8,Yes
A/northern shoveler/Interior Alaska/9BM1447R2/2009,CY130331,CY130330,CY130329,CY130324,CY130327,CY130326,CY130325,CY130328,Alaska,USA,IRD:Northern Shoveler/Avian,6/20/2009,H8N4,Yes
A/northern shoveler/Interior Alaska/9BM2925R0/2009,CY135326,CY135325,CY135324,CY135319,CY135322,CY135321,CY135320,CY135323,Alaska,USA,IRD:Northern Shoveler/Avian,7/16/2009,H8N4,Yes
A/northern shoveler/Interior Alaska/9BM2943R1/2009,CY135334,CY135333,CY135332,CY135327,CY135330,CY135329,CY135328,CY135331,Alaska,USA,IRD:Northern Shoveler/Avian,7/16/2009,H4N6,Yes
A/northern shoveler/Interior Alaska/9BM4787R0/2009,CY135502,CY135501,CY135500,CY135495,CY135498,CY135497,CY135496,CY135499,Alaska,USA,IRD:Northern Shoveler/Avian,7/29/2009,H8N4,Yes
A/northern shoveler/Interior Alaska/9BM4905R0/2009,CY135510,CY135509,CY135508,CY135503,CY135506,CY135505,CY135504,CY135507,Alaska,USA,IRD:Northern Shoveler/Avian,7/29/2009,H4N6,Yes
A/northern shoveler/Mississippi/10OS4526/2010,CY133313,CY133312,CY133311,CY133306,CY133309,CY133308,CY133307,CY133310,Mississippi,USA,IRD:Northern Shoveler/Avian,12/10/2010,H6N2,Yes
A/northern shoveler/Mississippi/11OS202/2011,CY133728,CY133727,CY133726,CY133721,CY133724,CY133723,CY133722,CY133725,Mississippi,USA,IRD:Northern Shoveler/Avian,1/14/2011,H7N7,Yes
A/northern shoveler/Mississippi/11OS289/2011,CY133736,CY133735,CY133734,CY133729,CY133732,CY133731,CY133730,CY133733,Mississippi,USA,IRD:Northern Shoveler/Avian,1/16/2011,H7N3,Yes
A/northern shoveler/Mississippi/236/2010,CY097150,CY097149,CY097148,CY097143,CY097146,CY097145,CY097144,CY097147,Mississippi,USA,IRD:Northern Shoveler/Avian,1/12/2010,H10N7,Yes
A/northern shoveler/Mississippi/252/2010,CY097677,CY097676,CY097675,CY097670,CY097673,CY097672,CY097671,CY097674,Mississippi,USA,IRD:Northern Shoveler/Avian,1/10/2010,H10N7,Yes
A/northern shoveler/Mississippi/397/2010,CY097741,CY097740,CY097739,CY097734,CY097737,CY097736,CY097735,CY097738,Mississippi,USA,IRD:Northern Shoveler/Avian,1/17/2010,H1N3,Yes
A/northern shoveler/Missouri/10MO0294/2010,CY133824,CY133823,CY133822,CY133817,CY133820,CY133819,CY133818,CY133821,Missouri,USA,IRD:Northern Shoveler/Avian,11/16/2010,H11N9,Yes
A/northern shoveler/Missouri/10OS4632/2010,CY133372,CY133371,CY133370,CY133365,CY133368,CY133367,CY133366,CY133369,Missouri,USA,IRD:Northern Shoveler/Avian,12/12/2010,H7N7,Yes
A/northern shoveler/Missouri/10OS4700/2010,CY133399,CY133397,CY133395,CY133389,CY133392,CY133391,CY133390,CY133394,Missouri,USA,IRD:Northern Shoveler/Avian,12/12/2010,(N3),Yes
A/northern shoveler/Missouri/10OS4718/2010,CY133407,CY133406,CY133405,CY133400,CY133403,CY133402,CY133401,CY133404,Missouri,USA,IRD:Northern Shoveler/Avian,12/12/2010,H10N7,Yes
A/northern shoveler/Missouri/10OS4750/2010,CY133423,CY133422,CY133421,CY133416,CY133419,CY133418,CY133417,CY133420,Missouri,USA,IRD:Northern Shoveler/Avian,12/12/2010,H7N3,Yes
A/northern shoveler/Missouri/298/2009,CY097637,CY097636,CY097635,CY097630,CY097633,CY097632,CY097631,CY097634,Missouri,USA,IRD:Northern Shoveler/Avian,12/6/2009,H9N2,Yes
