Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Sample ID
6,NA,CY136125,Yes,1435,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7108
3,"PA,PA-X protein(+61)",CY142679,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7118
8,"NS1,NS2",CY142678,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7118
6,NA,CY142676,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7118
1,PB2,CY142681,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7118
2,"PB1,PB1-F2",CY142680,Yes,2309,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7118
7,"M1,M2",CY142675,Yes,1002,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7118
4,HA,CY142674,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7118
5,NP,CY142677,Yes,1535,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7118
3,"PA,PA-X protein(+61)",CY142054,Yes,2208,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7152
2,"PB1,PB1-F2",CY142055,Yes,2316,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7152
7,"M1,M2",CY142050,Yes,1002,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7152
6,NA,CY142051,Yes,1437,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7152
5,NP,CY142052,Yes,1540,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7152
8,"NS1,NS2",CY142053,Yes,865,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7152
1,PB2,CY142056,Yes,2307,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7152
4,HA,CY142049,Yes,1719,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7152
3,"PA,PA-X protein(+61)",CY142687,Yes,2208,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7232
5,NP,CY142685,Yes,1535,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7232
7,"M1,M2",CY142683,Yes,994,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7232
4,HA,CY142682,Yes,1713,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7232
1,PB2,CY142689,Yes,2306,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7232
6,NA,CY142684,Yes,1440,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7232
2,"PB1,PB1-F2",CY142688,Yes,2316,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7232
8,"NS1,NS2",CY142686,Yes,865,H4N6,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7232
2,"PB1,PB1-F2",CY142095,Yes,2316,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7240
7,"M1,M2",CY142090,Yes,1002,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7240
8,"NS1,NS2",CY142093,Yes,855,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7240
1,PB2,CY142096,Yes,2295,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7240
3,"PA,PA-X protein(+61)",CY142094,Yes,2208,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7240
4,HA,CY142089,Yes,1717,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7240
5,NP,CY142092,Yes,1540,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7240
6,NA,CY142091,Yes,1435,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7240
3,"PA,PA-X protein(+61)",CY142695,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7252
5,NP,CY142693,Yes,1535,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7252
4,HA,CY142690,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7252
8,"NS1,NS2",CY142694,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7252
7,"M1,M2",CY142691,Yes,994,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7252
1,PB2,CY142697,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7252
6,NA,CY142692,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7252
2,"PB1,PB1-F2",CY142696,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7252
5,NP,CY142701,Yes,1540,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7254
4,HA,CY142698,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7254
7,"M1,M2",CY142699,Yes,994,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7254
1,PB2,CY142705,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7254
2,"PB1,PB1-F2",CY142704,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7254
3,"PA,PA-X protein(+61)",CY142703,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7254
6,NA,CY142700,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7254
8,"NS1,NS2",CY142702,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7254
4,HA,CY142706,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7258
3,"PA,PA-X protein(+61)",CY142711,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7258
2,"PB1,PB1-F2",CY142712,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7258
8,"NS1,NS2",CY142710,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7258
7,"M1,M2",CY142707,Yes,1002,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7258
5,NP,CY142709,Yes,1535,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7258
6,NA,CY142708,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7258
1,PB2,CY142713,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7258
2,"PB1,PB1-F2",CY142720,Yes,2316,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7302
6,NA,CY142716,Yes,1440,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7302
3,"PA,PA-X protein(+61)",CY142719,Yes,2208,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7302
4,HA,CY142714,Yes,1713,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7302
7,"M1,M2",CY142715,Yes,1002,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7302
8,"NS1,NS2",CY142718,Yes,848,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7302
1,PB2,CY142721,Yes,2306,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7302
5,NP,CY142717,Yes,1537,H4N6,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7302
1,PB2,CY142913,Yes,2316,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7368
8,"NS1,NS2",CY142910,Yes,865,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7368
5,NP,CY142909,Yes,1535,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7368
4,HA,CY142906,Yes,1740,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7368
3,"PA,PA-X protein(+61)",CY142911,Yes,2208,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7368
6,NA,CY142908,Yes,1435,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7368
7,"M1,M2",CY142907,Yes,1002,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7368
2,"PB1,PB1-F2",CY142912,Yes,2309,H3N8,8/7/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7368
7,"M1,M2",CY142235,Yes,994,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7398
6,NA,CY142236,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7398
1,PB2,CY142241,Yes,2306,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7398
5,NP,CY142237,Yes,1538,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7398
4,HA,CY142234,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7398
8,"NS1,NS2",CY142238,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7398
2,"PB1,PB1-F2",CY142240,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7398
3,"PA,PA-X protein(+61)",CY142239,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7398
2,"PB1,PB1-F2",CY142920,Yes,2316,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7496
3,"PA,PA-X protein(+61)",CY142919,Yes,2208,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7496
7,"M1,M2",CY142915,Yes,994,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7496
8,"NS1,NS2",CY142918,Yes,865,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7496
6,NA,CY142916,Yes,1440,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7496
5,NP,CY142917,Yes,1535,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7496
1,PB2,CY142921,Yes,2306,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7496
4,HA,CY142914,Yes,1713,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7496
1,PB2,CY142929,Yes,2306,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7620
5,NP,CY142925,Yes,1535,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7620
7,"M1,M2",CY142923,Yes,994,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7620
6,NA,CY142924,Yes,1437,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7620
8,"NS1,NS2",CY142926,Yes,865,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7620
2,"PB1,PB1-F2",CY142928,Yes,2316,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7620
3,"PA,PA-X protein(+61)",CY142927,Yes,2208,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7620
4,HA,CY142922,Yes,1713,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7620
6,NA,CY142932,Yes,1440,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7632
2,"PB1,PB1-F2",CY142936,Yes,2316,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7632
3,"PA,PA-X protein(+61)",CY142935,Yes,2208,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7632
7,"M1,M2",CY142931,Yes,994,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7632
5,NP,CY142933,Yes,1535,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7632
8,"NS1,NS2",CY142934,Yes,865,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7632
4,HA,CY142930,Yes,1713,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7632
1,PB2,CY142937,Yes,2306,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7632
1,PB2,CY142249,Yes,2297,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7688
2,"PB1,PB1-F2",CY142248,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7688
3,"PA,PA-X protein(+61)",CY142247,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7688
7,"M1,M2",CY142243,Yes,994,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7688
8,"NS1,NS2",CY142246,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7688
5,NP,CY142245,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7688
6,NA,CY142244,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7688
4,HA,CY142242,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7688
5,NP,CY142253,Yes,1537,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7694
7,"M1,M2",CY142251,Yes,994,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7694
6,NA,CY142252,Yes,1435,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7694
2,"PB1,PB1-F2",CY142256,Yes,2316,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7694
3,"PA,PA-X protein(+61)",CY142255,Yes,2208,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7694
1,PB2,CY142257,Yes,2306,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7694
8,"NS1,NS2",CY142254,Yes,848,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7694
4,HA,CY142250,Yes,1703,H10N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7694
7,"M1,M2",CY142259,Yes,994,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7696
3,"PA,PA-X protein(+61)",CY142263,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7696
1,PB2,CY142265,Yes,2297,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7696
8,"NS1,NS2",CY142262,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7696
6,NA,CY142260,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7696
2,"PB1,PB1-F2",CY142264,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7696
4,HA,CY142258,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7696
5,NP,CY142261,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7696
4,HA,CY136263,Yes,1713,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7799
8,"NS1,NS2",CY136267,Yes,848,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7799
5,NP,CY136266,Yes,1535,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7799
2,"PB1,PB1-F2",CY136269,Yes,2316,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7799
3,"PA,PA-X protein(+61)",CY136268,Yes,2208,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7799
1,PB2,CY136270,Yes,2306,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7799
6,NA,CY136265,Yes,1437,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7799
7,"M1,M2",CY136264,Yes,1002,H4N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7799
8,"NS1,NS2",CY142942,Yes,865,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7836
6,NA,CY142940,Yes,1421,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7836
7,"M1,M2",CY142939,Yes,1002,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7836
3,"PA,PA-X protein(+61)",CY142943,Yes,2202,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7836
4,HA,CY142938,Yes,1723,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7836
5,NP,CY142941,Yes,1540,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7836
1,PB2,CY142945,Yes,2293,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7836
2,"PB1,PB1-F2",CY142944,Yes,2316,H3N8,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7836
2,PB1,CY142272,Yes,2294,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7840
1,PB2,CY142273,Yes,2297,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7840
4,HA,CY142266,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7840
8,"NS1,NS2",CY142270,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7840
3,"PA,PA-X protein(+61)",CY142271,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7840
5,NP,CY142269,Yes,1535,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7840
7,"M1,M2",CY142267,Yes,1002,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7840
6,NA,CY142268,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7840
4,HA,CY142274,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7846
5,NP,CY142277,Yes,1535,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7846
1,PB2,CY142281,Yes,2297,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7846
7,"M1,M2",CY142275,Yes,1002,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7846
8,"NS1,NS2",CY142278,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7846
3,"PA,PA-X protein(+61)",CY142279,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7846
6,NA,CY142276,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7846
2,PB1,CY142280,Yes,2294,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7846
1,PB2,CY142457,Yes,2306,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7861
3,"PA,PA-X protein(+61)",CY142455,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7861
8,"NS1,NS2",CY142454,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7861
7,"M1,M2",CY142451,Yes,1002,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7861
4,HA,CY142450,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7861
6,NA,CY142452,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7861
2,PB1,CY142456,Yes,2294,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7861
5,NP,CY142453,Yes,1535,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7861
8,"NS1,NS2",CY142286,Yes,865,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7882
5,NP,CY142285,Yes,1540,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7882
6,NA,CY142284,Yes,1437,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7882
7,"M1,M2",CY142283,Yes,1002,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7882
1,PB2,CY142289,Yes,2307,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7882
2,"PB1,PB1-F2",CY142288,Yes,2316,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7882
3,"PA,PA-X protein(+61)",CY142287,Yes,2208,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7882
4,HA,CY142282,Yes,1719,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7882
2,"PB1,PB1-F2",CY142464,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7895
8,"NS1,NS2",CY142462,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7895
6,NA,CY142460,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7895
5,NP,CY142461,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7895
1,PB2,CY142465,Yes,2297,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7895
7,"M1,M2",CY142459,Yes,994,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7895
4,HA,CY142458,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7895
3,"PA,PA-X protein(+61)",CY142463,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,9BM7895
4,HA,CY142946,Yes,1713,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7934
7,"M1,M2",CY142947,Yes,994,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7934
2,"PB1,PB1-F2",CY142952,Yes,2316,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7934
6,NA,CY142948,Yes,1440,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7934
5,NP,CY142949,Yes,1535,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7934
1,PB2,CY142953,Yes,2306,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7934
3,"PA,PA-X protein(+61)",CY142951,Yes,2208,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7934
8,"NS1,NS2",CY142950,Yes,865,H4N6,8/8/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7934
3,"PA,PA-X protein(+61)",CY143393,Yes,2208,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7972
4,HA,CY143388,Yes,1713,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7972
8,"NS1,NS2",CY143392,Yes,865,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7972
1,PB2,CY143395,Yes,2306,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7972
2,"PB1,PB1-F2",CY143394,Yes,2316,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7972
5,NP,CY143391,Yes,1535,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7972
6,NA,CY143390,Yes,1440,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7972
7,"M1,M2",CY143389,Yes,994,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM7972
5,NP,CY142957,Yes,1537,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8022
4,HA,CY142954,Yes,1713,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8022
1,PB2,CY142961,Yes,2306,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8022
6,NA,CY142956,Yes,1436,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8022
2,"PB1,PB1-F2",CY142960,Yes,2316,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8022
8,"NS1,NS2",CY142958,Yes,848,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8022
3,"PA,PA-X protein(+61)",CY142959,Yes,2208,H4N6,8/9/2009,IRD:Northern Pintail/Avian,USA,Alaska,9-Aug,9BM8022
