Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
5,NP,CY143359,Yes,1535,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6040R0/2009
4,HA,CY143356,Yes,1713,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6040R0/2009
3,"PA,PA-X protein(+61)",CY143361,Yes,2208,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6040R0/2009
7,"M1,M2",CY143357,Yes,994,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6040R0/2009
1,PB2,CY143363,Yes,2316,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6040R0/2009
1,PB2,CY143435,Yes,2306,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6094R0/2009
3,"PA,PA-X protein(+61)",CY143433,Yes,2208,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6094R0/2009
4,HA,CY143428,Yes,1713,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6094R0/2009
2,"PB1,PB1-F2",CY143434,Yes,2316,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6094R0/2009
7,"M1,M2",CY143429,Yes,994,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6094R0/2009
8,"NS1,NS2",CY143432,Yes,865,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6094R0/2009
6,NA,CY143430,Yes,1436,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6094R0/2009
5,NP,CY143431,Yes,1535,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6094R0/2009
2,"PB1,PB1-F2",CY143442,Yes,2316,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6095R0/2009
4,HA,CY143436,Yes,1713,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6095R0/2009
3,"PA,PA-X protein(+61)",CY143441,Yes,2208,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6095R0/2009
8,"NS1,NS2",CY143440,Yes,865,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6095R0/2009
6,NA,CY143438,Yes,1440,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6095R0/2009
5,NP,CY143439,Yes,1535,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6095R0/2009
7,"M1,M2",CY143437,Yes,994,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6095R0/2009
1,PB2,CY143443,Yes,2316,H4N6,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6095R0/2009
8,"NS1,NS2",CY142590,Yes,865,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6144R0/2009
7,"M1,M2",CY142587,Yes,994,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6144R0/2009
5,NP,CY142589,Yes,1535,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6144R0/2009
6,NA,CY142588,Yes,1435,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6144R0/2009
3,"PA,PA-X protein(+61)",CY142591,Yes,2208,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6144R0/2009
4,HA,CY142586,Yes,1740,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6144R0/2009
2,"PB1,PB1-F2",CY142592,Yes,2316,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6144R0/2009
1,PB2,CY142593,Yes,2316,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6144R0/2009
6,NA,CY143366,Yes,1435,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6145R0/2009
3,"PA,PA-X protein(+61)",CY143369,Yes,2208,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6145R0/2009
7,"M1,M2",CY143365,Yes,994,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6145R0/2009
1,PB2,CY143371,Yes,2316,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6145R0/2009
2,"PB1,PB1-F2",CY143370,Yes,2316,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6145R0/2009
4,HA,CY143364,Yes,1734,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6145R0/2009
5,NP,CY143367,Yes,1535,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6145R0/2009
8,"NS1,NS2",CY143368,Yes,865,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6145R0/2009
2,"PB1,PB1-F2",CY142600,Yes,2316,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6146R0/2009
5,NP,CY142597,Yes,1535,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6146R0/2009
6,NA,CY142596,Yes,1435,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6146R0/2009
7,"M1,M2",CY142595,Yes,994,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6146R0/2009
8,"NS1,NS2",CY142598,Yes,865,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6146R0/2009
3,"PA,PA-X protein(+61)",CY142599,Yes,2208,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6146R0/2009
4,HA,CY142594,Yes,1740,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6146R0/2009
1,PB2,CY142601,Yes,2316,H3N8,8/2/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6146R0/2009
6,NA,CY141992,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6164R0/2009
7,"M1,M2",CY141991,Yes,994,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6164R0/2009
5,NP,CY141993,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6164R0/2009
8,"NS1,NS2",CY141994,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6164R0/2009
4,HA,CY141990,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6164R0/2009
2,"PB1,PB1-F2",CY141996,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6164R0/2009
1,PB2,CY141997,Yes,2306,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6164R0/2009
3,"PA,PA-X protein(+61)",CY141995,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6164R0/2009
1,PB2,CY142005,Yes,2306,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6205R0/2009
5,NP,CY142001,Yes,1539,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6205R0/2009
2,"PB1,PB1-F2",CY142004,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6205R0/2009
3,"PA,PA-X protein(+61)",CY142003,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6205R0/2009
7,"M1,M2",CY141999,Yes,994,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6205R0/2009
8,"NS1,NS2",CY142002,Yes,865,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6205R0/2009
6,NA,CY142000,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6205R0/2009
4,HA,CY141998,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6205R0/2009
3,"PA,PA-X protein(+61)",CY142447,Yes,2208,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6229R0/2009
7,"M1,M2",CY142443,Yes,994,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6229R0/2009
6,NA,CY142444,Yes,1437,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6229R0/2009
1,PB2,CY142449,Yes,2297,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6229R0/2009
4,HA,CY142442,Yes,1703,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6229R0/2009
8,"NS1,NS2",CY142446,Yes,848,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6229R0/2009
2,"PB1,PB1-F2",CY142448,Yes,2316,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6229R0/2009
5,NP,CY142445,Yes,1537,H10N7,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6229R0/2009
2,"PB1,PB1-F2",CY142608,Yes,2316,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6248R0/2009
4,HA,CY142602,Yes,1713,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6248R0/2009
5,NP,CY142605,Yes,1537,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6248R0/2009
1,PB2,CY142609,Yes,2306,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6248R0/2009
3,"PA,PA-X protein(+61)",CY142607,Yes,2208,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6248R0/2009
6,NA,CY142604,Yes,1440,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6248R0/2009
8,"NS1,NS2",CY142606,Yes,848,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6248R0/2009
7,"M1,M2",CY142603,Yes,1002,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6248R0/2009
3,"PA,PA-X protein(+61)",CY142623,Yes,2208,H3N8,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6290R0/2009
7,"M1,M2",CY142619,Yes,1002,H3N8,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6290R0/2009
2,"PB1,PB1-F2",CY142624,Yes,2309,H3N8,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6290R0/2009
1,PB2,CY142625,Yes,2316,H3N8,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6290R0/2009
5,NP,CY142621,Yes,1535,H3N8,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6290R0/2009
4,HA,CY142618,Yes,1740,H3N8,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6290R0/2009
8,"NS1,NS2",CY142622,Yes,865,H3N8,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6290R0/2009
6,NA,CY142620,Yes,1435,H3N8,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6290R0/2009
8,"NS1,NS2",CY142638,Yes,865,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6494R0/2009
6,NA,CY142636,Yes,1440,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6494R0/2009
2,"PB1,PB1-F2",CY142640,Yes,2316,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6494R0/2009
7,"M1,M2",CY142635,Yes,1002,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6494R0/2009
3,"PA,PA-X protein(+61)",CY142639,Yes,2208,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6494R0/2009
4,HA,CY142634,Yes,1713,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6494R0/2009
1,PB2,CY142641,Yes,2306,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6494R0/2009
5,NP,CY142637,Yes,1537,H4N6,8/3/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6494R0/2009
2,"PB1,PB1-F2",CY142039,Yes,2316,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6510R0/2009
1,PB2,CY142040,Yes,2307,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6510R0/2009
4,HA,CY142033,Yes,1719,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6510R0/2009
8,"NS1,NS2",CY142037,Yes,865,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6510R0/2009
5,NP,CY142036,Yes,1540,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6510R0/2009
7,"M1,M2",CY142034,Yes,1002,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6510R0/2009
6,NA,CY142035,Yes,1437,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6510R0/2009
3,"PA,PA-X protein(+61)",CY142038,Yes,2208,H8N4,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6510R0/2009
6,NA,CY142652,Yes,1435,H3N8,8/5/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6902R0/2009
5,NP,CY142653,Yes,1537,H3N8,8/5/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6902R0/2009
2,"PB1,PB1-F2",CY142656,Yes,2309,H3N8,8/5/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6902R0/2009
3,"PA,PA-X protein(+61)",CY142655,Yes,2208,H3N8,8/5/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6902R0/2009
4,HA,CY142650,Yes,1740,H3N8,8/5/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6902R0/2009
7,"M1,M2",CY142651,Yes,1002,H3N8,8/5/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6902R0/2009
8,"NS1,NS2",CY142654,Yes,865,H3N8,8/5/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6902R0/2009
1,PB2,CY142657,Yes,2316,H3N8,8/5/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM6902R0/2009
5,NP,CY136073,Yes,1535,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6960R0/2009
8,"NS1,NS2",CY136074,Yes,865,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6960R0/2009
1,PB2,CY136077,Yes,2316,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6960R0/2009
4,HA,CY136070,Yes,1740,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6960R0/2009
2,"PB1,PB1-F2",CY136076,Yes,2309,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6960R0/2009
3,"PA,PA-X protein(+61)",CY136075,Yes,2208,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6960R0/2009
7,"M1,M2",CY136071,Yes,1002,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6960R0/2009
6,NA,CY136072,Yes,1435,H3N8,2009,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/9BM6960R0/2009
2,"PB1,PB1-F2",CY142664,Yes,2309,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7044R0/2009
1,PB2,CY142665,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7044R0/2009
8,"NS1,NS2",CY142662,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7044R0/2009
5,NP,CY142661,Yes,1535,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7044R0/2009
6,NA,CY142660,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7044R0/2009
4,HA,CY142658,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7044R0/2009
3,"PA,PA-X protein(+61)",CY142663,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7044R0/2009
7,"M1,M2",CY142659,Yes,1002,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7044R0/2009
4,HA,CY142666,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7050R0/2009
3,"PA,PA-X protein(+61)",CY142671,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7050R0/2009
1,PB2,CY142673,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7050R0/2009
2,"PB1,PB1-F2",CY142672,Yes,2309,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7050R0/2009
6,NA,CY142668,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7050R0/2009
8,"NS1,NS2",CY142670,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7050R0/2009
7,"M1,M2",CY142667,Yes,1002,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7050R0/2009
5,NP,CY142669,Yes,1535,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7050R0/2009
4,HA,CY142898,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7052R0/2009
6,NA,CY142900,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7052R0/2009
8,"NS1,NS2",CY142902,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7052R0/2009
2,"PB1,PB1-F2",CY142904,Yes,2309,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7052R0/2009
1,PB2,CY142905,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7052R0/2009
3,"PA,PA-X protein(+61)",CY142903,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7052R0/2009
5,NP,CY142901,Yes,1535,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7052R0/2009
7,"M1,M2",CY142899,Yes,1002,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7052R0/2009
3,"PA,PA-X protein(+61)",CY143377,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7055R0/2009
2,"PB1,PB1-F2",CY143378,Yes,2309,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7055R0/2009
4,HA,CY143372,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7055R0/2009
8,"NS1,NS2",CY143376,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7055R0/2009
6,NA,CY143374,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7055R0/2009
1,PB2,CY143379,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7055R0/2009
5,NP,CY143375,Yes,1535,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7055R0/2009
7,"M1,M2",CY143373,Yes,1002,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7055R0/2009
2,"PB1,PB1-F2",CY143386,Yes,2309,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7069R0/2009
3,"PA,PA-X protein(+61)",CY143385,Yes,2208,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7069R0/2009
8,"NS1,NS2",CY143384,Yes,865,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7069R0/2009
7,"M1,M2",CY143381,Yes,1002,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7069R0/2009
1,PB2,CY143387,Yes,2316,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7069R0/2009
4,HA,CY143380,Yes,1740,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7069R0/2009
6,NA,CY143382,Yes,1435,H3N8,8/6/2009,IRD:Northern Pintail/Avian,USA,Alaska,09-Aug,A/northern pintail/Interior Alaska/9BM7069R0/2009
