,Isolate2,Isolate1,PWI,Collection Date1,Host Species1,Subtype1,Country1,State/Province1,Collection Date2,Host Species2,Subtype2,Country2,State/Province2,Time Delta
1099086,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/mallard/Interior Alaska/9BM10851R0/2009,7.981,2009-08-17 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"16 days, 00:00:00"
1099092,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/mallard/Interior Alaska/9BM11381R0/2009,7.985217,2009-08-18 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"15 days, 00:00:00"
1099094,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/mallard/Interior Alaska/9BM11542R0/2009,7.984002999999999,2009-08-19 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"14 days, 00:00:00"
1099095,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/mallard/Interior Alaska/9BM11867R0/2009,7.973488000000001,2009-08-19 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"14 days, 00:00:00"
1099096,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/mallard/Interior Alaska/9BM11965R0/2009,7.963766000000001,2009-08-20 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"13 days, 00:00:00"
1099101,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/mallard/Interior Alaska/9BM12388R0/2009,7.983858999999999,2009-09-02 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,00:00:00
1099102,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/mallard/Interior Alaska/9BM12390R0/2009,7.982400999999999,2009-09-02 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,00:00:00
1099440,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM10471R0/2009,7.984375999999999,2009-08-16 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"17 days, 00:00:00"
1099447,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM10969R0/2009(H3N8),7.9863740000000005,2009-08-17 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"16 days, 00:00:00"
1099448,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM10987R0/2009(H3N8),7.970067000000001,2009-08-17 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"16 days, 00:00:00"
1099451,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM11231R0/2009(H3N8),7.9863,2009-08-18 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"15 days, 00:00:00"
1099477,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM12176R0/2009,7.964219,2009-08-20 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"13 days, 00:00:00"
1099478,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM12180R0/2009,7.964219,2009-08-20 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"13 days, 00:00:00"
1099481,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM12210R0/2009,7.987750999999999,2009-08-21 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"12 days, 00:00:00"
1099482,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM12211R0/2009,7.987750999999999,2009-08-21 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"12 days, 00:00:00"
1099515,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM6290R0/2009,7.979669,2009-08-03 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"30 days, 00:00:00"
1099519,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM6960R0/2009(H3N8),7.986415999999998,2009-08-05 00:00:00,IRD:Northern Pintail/Avian,,,,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"28 days, 00:00:00"
1099520,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM7044R0/2009,7.98618,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
1099521,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM7050R0/2009,7.988306,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
1099522,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM7052R0/2009,7.984589,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
1099523,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM7055R0/2009,7.988306,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
1099524,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM7069R0/2009,7.986717999999999,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
1099525,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM7108R2/2009(H3N8),7.987873,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,,,,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
1099526,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM7118R1/2009,7.986495,2009-08-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"27 days, 00:00:00"
1099534,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM7368R0/2009,7.988461,2009-08-07 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"26 days, 00:00:00"
1099563,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM8553R0/2009,7.985529,2009-08-10 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"23 days, 00:00:00"
1099564,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM8657R1/2009,7.976267999999999,2009-08-10 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"23 days, 00:00:00"
1099567,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM8907R0/2009,7.971364,2009-08-11 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"22 days, 00:00:00"
1099573,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009(H3N8),7.990747,2009-08-12 00:00:00,IRD:Northern Pintail/Avian,,,,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"21 days, 00:00:00"
1099576,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM9611R0/2009,7.9863740000000005,2009-08-13 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"20 days, 00:00:00"
1099613,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern shoveler/Interior Alaska/9BM12332R0/2009,7.98545,2009-09-02 00:00:00,IRD:Northern Shoveler/Avian,H3N8,USA,Alaska,2009-09-02 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,00:00:00
1099890,A/northern pintail/Interior Alaska/9BM12647R0/2009,A/American green-winged teal/Interior Alaska/9BM6410R0/2009,7.986313000000001,2009-08-03 00:00:00,IRD:Green-winged Teal/Avian,H3N8,USA,Alaska,2009-09-05 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"33 days, 00:00:00"
1100297,A/northern pintail/Interior Alaska/9BM12647R0/2009,A/mallard/Interior Alaska/9BM12285R0/2009,7.994585000000001,2009-09-01 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-05 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"4 days, 00:00:00"
1100302,A/northern pintail/Interior Alaska/9BM12647R0/2009,A/mallard/Interior Alaska/9BM12567R0/2009,7.990960999999999,2009-09-04 00:00:00,IRD:Mallard/Avian,H3N8,USA,Alaska,2009-09-05 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"1 days, 00:00:00"
1100642,A/northern pintail/Interior Alaska/9BM12647R0/2009,A/northern pintail/Interior Alaska/9BM10819R0/2009,7.994172,2009-08-17 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-05 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"19 days, 00:00:00"
1100656,A/northern pintail/Interior Alaska/9BM12647R0/2009,A/northern pintail/Interior Alaska/9BM11487R0/2009(H3N8),7.993449000000001,2009-08-18 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-05 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"18 days, 00:00:00"
1100741,A/northern pintail/Interior Alaska/9BM12647R0/2009,A/northern pintail/Interior Alaska/9BM7836R0/2009,7.988352000000001,2009-08-08 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,2009-09-05 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"28 days, 00:00:00"
1100809,A/northern pintail/Interior Alaska/9BM12647R0/2009,A/northern shoveler/Interior Alaska/9BM12298R0/2009,7.993878,2009-09-01 00:00:00,IRD:Northern Shoveler/Avian,H3N8,USA,Alaska,2009-09-05 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"4 days, 00:00:00"
1101606,A/northern pintail/Interior Alaska/9BM12700R0/2009,A/mallard/Minnesota/AI09-2434/2009(H3N8),7.655721000000001,2009-08-05 00:00:00,IRD:Mallard/Avian,H3N8,USA,Minnesota,2009-09-06 00:00:00,IRD:Northern Pintail/Avian,H3N8,USA,Alaska,"32 days, 00:00:00"
1102277,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),7.993482999999999,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"1 days, 00:00:00"
1102746,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM2750R0/2009,7.993033,2009-07-15 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"9 days, 00:00:00"
1102747,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM2751R0/2009,7.996464,2009-07-15 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"9 days, 00:00:00"
1102748,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM2783R0/2009,7.992191,2009-07-15 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"9 days, 00:00:00"
1102749,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM3016R0/2009,7.993485000000001,2009-07-17 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"7 days, 00:00:00"
1102750,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM3075R2/2009,7.991922,2009-07-18 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"6 days, 00:00:00"
1102751,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM3076R0/2009,7.993482999999999,2009-07-18 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"6 days, 00:00:00"
1102752,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM3078R0/2009,7.993482999999999,2009-07-18 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"6 days, 00:00:00"
1102753,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM3205R0/2009,7.990442,2009-07-20 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"4 days, 00:00:00"
1102754,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM3355R0/2009(H10N7),7.992896000000001,2009-07-21 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"3 days, 00:00:00"
1102755,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM3357R0/2009(H10N7),7.993485000000001,2009-07-21 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"3 days, 00:00:00"
1102756,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM3361R0/2009(H10N7),7.993485000000001,2009-07-21 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"3 days, 00:00:00"
1102757,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM3379R0/2009(H10N7),7.993485000000001,2009-07-22 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-24 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"2 days, 00:00:00"
1105873,A/northern pintail/Interior Alaska/9BM4583R0/2009,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6),7.961084000000001,2009-07-29 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,00:00:00
1106675,A/northern pintail/Interior Alaska/9BM4583R0/2009,A/northern pintail/Interior Alaska/9BM4347R0/2009,7.9654099999999985,2009-07-27 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,"2 days, 00:00:00"
1106679,A/northern pintail/Interior Alaska/9BM4583R0/2009,A/northern pintail/Interior Alaska/9BM4641R0/2009,7.964542999999999,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,00:00:00
1106681,A/northern pintail/Interior Alaska/9BM4583R0/2009,A/northern pintail/Interior Alaska/9BM4660R0/2009,7.965413000000001,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,00:00:00
1106808,A/northern pintail/Interior Alaska/9BM4583R0/2009,A/northern shoveler/Interior Alaska/9BM4905R0/2009,7.961892,2009-07-29 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,00:00:00
1107874,A/northern pintail/Interior Alaska/9BM4637R0/2009,A/northern pintail/Interior Alaska/9BM4410R1/2009,7.996485000000001,2009-07-28 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"1 days, 00:00:00"
1107878,A/northern pintail/Interior Alaska/9BM4637R0/2009,A/northern pintail/Interior Alaska/9BM4646R0/2009,7.996155,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,00:00:00
1107880,A/northern pintail/Interior Alaska/9BM4637R0/2009,A/northern pintail/Interior Alaska/9BM4666R0/2009,7.997183000000001,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,00:00:00
1107883,A/northern pintail/Interior Alaska/9BM4637R0/2009,A/northern pintail/Interior Alaska/9BM5053R0/2009,7.99805,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,00:00:00
1108269,A/northern pintail/Interior Alaska/9BM4641R0/2009,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6),7.992136,2009-07-29 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,00:00:00
1109071,A/northern pintail/Interior Alaska/9BM4641R0/2009,A/northern pintail/Interior Alaska/9BM4347R0/2009,7.997361,2009-07-27 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,"2 days, 00:00:00"
1109073,A/northern pintail/Interior Alaska/9BM4641R0/2009,A/northern pintail/Interior Alaska/9BM4583R0/2009,7.964542999999999,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,00:00:00
1109077,A/northern pintail/Interior Alaska/9BM4641R0/2009,A/northern pintail/Interior Alaska/9BM4660R0/2009,7.997361,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,00:00:00
1109204,A/northern pintail/Interior Alaska/9BM4641R0/2009,A/northern shoveler/Interior Alaska/9BM4905R0/2009,7.992935000000001,2009-07-29 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,00:00:00
1110270,A/northern pintail/Interior Alaska/9BM4646R0/2009,A/northern pintail/Interior Alaska/9BM4410R1/2009,7.9974110000000005,2009-07-28 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"1 days, 00:00:00"
1110272,A/northern pintail/Interior Alaska/9BM4646R0/2009,A/northern pintail/Interior Alaska/9BM4637R0/2009,7.996155,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,00:00:00
1110276,A/northern pintail/Interior Alaska/9BM4646R0/2009,A/northern pintail/Interior Alaska/9BM4666R0/2009,7.998108999999999,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,00:00:00
1110279,A/northern pintail/Interior Alaska/9BM4646R0/2009,A/northern pintail/Interior Alaska/9BM5053R0/2009,7.998106999999999,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,00:00:00
1110665,A/northern pintail/Interior Alaska/9BM4660R0/2009,A/American green-winged teal/Interior Alaska/9BM5041R0/2009(H4N6),7.993006000000001,2009-07-29 00:00:00,IRD:Green-Winged Teal/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,00:00:00
1111467,A/northern pintail/Interior Alaska/9BM4660R0/2009,A/northern pintail/Interior Alaska/9BM4347R0/2009,8.0,2009-07-27 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,"2 days, 00:00:00"
1111469,A/northern pintail/Interior Alaska/9BM4660R0/2009,A/northern pintail/Interior Alaska/9BM4583R0/2009,7.965413000000001,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,00:00:00
1111471,A/northern pintail/Interior Alaska/9BM4660R0/2009,A/northern pintail/Interior Alaska/9BM4641R0/2009,7.997361,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,00:00:00
1111600,A/northern pintail/Interior Alaska/9BM4660R0/2009,A/northern shoveler/Interior Alaska/9BM4905R0/2009,7.993804000000001,2009-07-29 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,00:00:00
1112666,A/northern pintail/Interior Alaska/9BM4666R0/2009,A/northern pintail/Interior Alaska/9BM4410R1/2009,7.999302,2009-07-28 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"1 days, 00:00:00"
1112668,A/northern pintail/Interior Alaska/9BM4666R0/2009,A/northern pintail/Interior Alaska/9BM4637R0/2009,7.997183000000001,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,00:00:00
1112670,A/northern pintail/Interior Alaska/9BM4666R0/2009,A/northern pintail/Interior Alaska/9BM4646R0/2009,7.998108999999999,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,00:00:00
1112675,A/northern pintail/Interior Alaska/9BM4666R0/2009,A/northern pintail/Interior Alaska/9BM5053R0/2009,7.999134,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,00:00:00
1113059,A/northern pintail/Interior Alaska/9BM4989R0/2009,A/American green-winged teal/Interior Alaska/9BM3595R1/2009(H10N7),7.980833,2009-07-23 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"6 days, 00:00:00"
1113060,A/northern pintail/Interior Alaska/9BM4989R0/2009,A/American green-winged teal/Interior Alaska/9BM4407R0/2009(H10N7),7.998507000000001,2009-07-27 00:00:00,IRD:Green-Winged Teal/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"2 days, 00:00:00"
1113528,A/northern pintail/Interior Alaska/9BM4989R0/2009,A/mallard/Interior Alaska/9BM2750R0/2009,7.9803869999999995,2009-07-15 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"14 days, 00:00:00"
1113529,A/northern pintail/Interior Alaska/9BM4989R0/2009,A/mallard/Interior Alaska/9BM2751R0/2009,7.983819,2009-07-15 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"14 days, 00:00:00"
1113530,A/northern pintail/Interior Alaska/9BM4989R0/2009,A/mallard/Interior Alaska/9BM2783R0/2009,7.984236999999999,2009-07-15 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"14 days, 00:00:00"
1113531,A/northern pintail/Interior Alaska/9BM4989R0/2009,A/mallard/Interior Alaska/9BM3016R0/2009,7.9808400000000015,2009-07-17 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"12 days, 00:00:00"
1113532,A/northern pintail/Interior Alaska/9BM4989R0/2009,A/mallard/Interior Alaska/9BM3075R2/2009,7.979266999999999,2009-07-18 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"11 days, 00:00:00"
1113533,A/northern pintail/Interior Alaska/9BM4989R0/2009,A/mallard/Interior Alaska/9BM3076R0/2009,7.980824,2009-07-18 00:00:00,IRD:Mallard/Avian,H10N7,USA,Alaska,2009-07-29 00:00:00,IRD:Northern Pintail/Avian,H10N7,USA,Alaska,"11 days, 00:00:00"
